,12.0,12.01,12.02,12.03,12.04,12.05,12.06,12.07,12.08,12.09,12.1,12.11,12.12,12.13,12.14,12.15,12.16,12.17,12.18,12.19,12.2,12.21,12.22,12.23,12.24,12.25,12.26,12.27,12.28,12.29,12.3,12.31,12.32,12.33,12.34
-68.36,300.888,300.849,300.806,300.763,300.721,300.685,300.657,300.635,300.621,300.61199999999997,300.60699999999997,300.60499999999996,300.601,300.596,300.589,300.58,300.57099999999997,300.565,300.56399999999996,300.56899999999996,300.582,300.60299999999995,300.63,300.66299999999995,300.69899999999996,300.738,300.779,300.82,300.86199999999997,300.905,300.947,300.98699999999997,301.02599999999995,301.06399999999996,301.09999999999997
-68.35,300.89099999999996,300.84799999999996,300.80199999999996,300.756,300.71299999999997,300.676,300.64799999999997,300.626,300.61199999999997,300.604,300.601,300.59999999999997,300.599,300.596,300.59099999999995,300.584,300.57599999999996,300.57,300.568,300.573,300.589,300.613,300.645,300.67999999999995,300.71799999999996,300.757,300.798,300.839,300.88,300.921,300.96099999999996,300.99899999999997,301.03499999999997,301.06899999999996,301.102
-68.34,300.894,300.847,300.798,300.75,300.707,300.66999999999996,300.642,300.62,300.60699999999997,300.601,300.59999999999997,300.601,300.60299999999995,300.602,300.59799999999996,300.592,300.585,300.58,300.578,300.584,300.602,300.63,300.664,300.7,300.739,300.77799999999996,300.81899999999996,300.859,300.899,300.938,300.976,301.012,301.046,301.077,301.10499999999996
-68.33,300.89799999999997,300.849,300.798,300.74899999999997,300.705,300.66799999999995,300.63899999999995,300.61899999999997,300.60699999999997,300.60299999999995,300.60499999999996,300.609,300.614,300.61499999999995,300.613,300.608,300.602,300.59799999999996,300.597,300.60499999999996,300.62399999999997,300.654,300.688,300.72499999999997,300.762,300.801,300.84099999999995,300.88,300.919,300.95599999999996,300.99199999999996,301.02599999999995,301.058,301.08599999999996,301.10999999999996
-68.32,300.905,300.85499999999996,300.80199999999996,300.75199999999995,300.707,300.66999999999996,300.64099999999996,300.62199999999996,300.61199999999997,300.611,300.616,300.62399999999997,300.631,300.63599999999997,300.635,300.631,300.62699999999995,300.62399999999997,300.626,300.63599999999997,300.65599999999995,300.685,300.71799999999996,300.75199999999995,300.789,300.82599999999996,300.864,300.902,300.93899999999996,300.97499999999997,301.00899999999996,301.041,301.06899999999996,301.09499999999997,301.11699999999996
-68.31,300.916,300.866,300.81399999999996,300.763,300.719,300.68199999999996,300.654,300.63599999999997,300.628,300.628,300.635,300.644,300.654,300.661,300.66299999999995,300.661,300.65799999999996,300.657,300.662,300.67499999999995,300.69399999999996,300.721,300.751,300.78299999999996,300.818,300.85299999999995,300.88899999999995,300.92499999999995,300.96,300.99399999999997,301.02599999999995,301.05499999999995,301.08099999999996,301.10299999999995,301.123
-68.3,300.93199999999996,300.88399999999996,300.83299999999997,300.784,300.73999999999995,300.705,300.679,300.66299999999995,300.65599999999995,300.65599999999995,300.662,300.67199999999997,300.68199999999996,300.68899999999996,300.693,300.693,300.693,300.695,300.702,300.715,300.73499999999996,300.75899999999996,300.786,300.81699999999995,300.849,300.881,300.91499999999996,300.948,300.98199999999997,301.013,301.04299999999995,301.06899999999996,301.092,301.111,301.128
-68.29,300.953,300.907,300.859,300.813,300.772,300.73999999999995,300.717,300.70099999999996,300.69399999999996,300.693,300.697,300.705,300.71299999999997,300.71999999999997,300.72499999999997,300.727,300.72999999999996,300.73499999999996,300.74399999999997,300.757,300.775,300.798,300.823,300.851,300.881,300.911,300.94199999999995,300.97299999999996,301.00399999999996,301.03299999999996,301.06,301.08299999999997,301.10299999999995,301.12,301.135
-68.28,300.977,300.935,300.89099999999996,300.849,300.813,300.78299999999996,300.76099999999997,300.746,300.73699999999997,300.734,300.736,300.741,300.74699999999996,300.753,300.758,300.762,300.767,300.774,300.78499999999997,300.798,300.816,300.83599999999996,300.85999999999996,300.88599999999997,300.914,300.94199999999995,300.971,300.99899999999997,301.027,301.053,301.077,301.09799999999996,301.116,301.132,301.14599999999996
-68.27,301.00199999999995,300.965,300.926,300.88899999999995,300.85699999999997,300.82899999999995,300.808,300.79299999999995,300.78299999999996,300.77799999999996,300.777,300.779,300.78299999999996,300.78799999999995,300.79299999999995,300.798,300.80499999999995,300.813,300.82399999999996,300.83799999999997,300.85499999999996,300.87399999999997,300.89599999999996,300.91999999999996,300.94599999999997,300.97299999999996,301.0,301.02599999999995,301.04999999999995,301.072,301.09299999999996,301.11199999999997,301.12899999999996,301.144,301.159
-68.26,301.02599999999995,300.99399999999997,300.96099999999996,300.929,300.9,300.875,300.85499999999996,300.84,300.82899999999995,300.822,300.81899999999996,300.81899999999996,300.82099999999997,300.82399999999996,300.82899999999995,300.835,300.842,300.851,300.86199999999997,300.876,300.89099999999996,300.90999999999997,300.92999999999995,300.953,300.97799999999995,301.003,301.02799999999996,301.051,301.072,301.09099999999995,301.108,301.12399999999997,301.14,301.154,301.16799999999995
-68.25,301.046,301.02099999999996,300.993,300.96599999999995,300.94,300.917,300.899,300.88399999999996,300.87199999999996,300.864,300.85999999999996,300.858,300.858,300.861,300.86499999999995,300.871,300.878,300.887,300.89799999999997,300.911,300.926,300.94399999999996,300.96299999999997,300.984,301.007,301.03099999999995,301.054,301.07399999999996,301.092,301.108,301.12199999999996,301.135,301.14799999999997,301.161,301.17499999999995
-68.24,301.063,301.044,301.022,300.99899999999997,300.977,300.957,300.94,300.926,300.91299999999995,300.904,300.899,300.89599999999996,300.89599999999996,300.897,300.90099999999995,300.90599999999995,300.91299999999995,300.92199999999997,300.93199999999996,300.945,300.959,300.97499999999997,300.993,301.013,301.034,301.056,301.077,301.09499999999997,301.10999999999996,301.123,301.13399999999996,301.145,301.155,301.167,301.17999999999995
-68.23,301.07599999999996,301.06199999999995,301.04499999999996,301.02799999999996,301.01,300.99399999999997,300.979,300.964,300.952,300.94199999999995,300.936,300.93199999999996,300.931,300.933,300.935,300.94,300.94599999999997,300.95399999999995,300.964,300.976,300.98999999999995,301.005,301.022,301.03999999999996,301.05899999999997,301.07899999999995,301.097,301.11199999999997,301.125,301.13599999999997,301.145,301.15299999999996,301.16299999999995,301.173,301.18399999999997
-68.22,301.08299999999997,301.07399999999996,301.063,301.04999999999995,301.037,301.025,301.012,300.99899999999997,300.986,300.976,300.969,300.96599999999995,300.965,300.96599999999995,300.96799999999996,300.972,300.977,300.98499999999996,300.99399999999997,301.005,301.018,301.03299999999996,301.049,301.066,301.08299999999997,301.09999999999997,301.11499999999995,301.128,301.13899999999995,301.147,301.154,301.162,301.16999999999996,301.178,301.185
-68.21,301.084,301.08,301.07399999999996,301.066,301.05699999999996,301.049,301.03999999999996,301.029,301.017,301.007,301.001,300.998,300.99699999999996,300.998,300.99899999999997,301.001,301.006,301.013,301.022,301.03299999999996,301.04499999999996,301.06,301.075,301.09099999999995,301.106,301.12,301.132,301.143,301.15099999999995,301.157,301.16299999999995,301.16999999999996,301.176,301.181,301.18399999999997
-68.2,301.07899999999995,301.08,301.078,301.07399999999996,301.06899999999996,301.065,301.06,301.053,301.04299999999995,301.036,301.03099999999995,301.029,301.027,301.02599999999995,301.02599999999995,301.027,301.03099999999995,301.03799999999995,301.046,301.05699999999996,301.07,301.084,301.099,301.113,301.12699999999995,301.138,301.147,301.155,301.162,301.166,301.16999999999996,301.17499999999995,301.17999999999995,301.18199999999996,301.181
-68.19,301.07,301.07399999999996,301.07599999999996,301.075,301.07399999999996,301.073,301.073,301.07,301.066,301.06199999999995,301.06,301.05699999999996,301.053,301.04999999999995,301.048,301.049,301.053,301.05899999999997,301.068,301.078,301.09099999999995,301.10499999999996,301.11899999999997,301.133,301.145,301.15299999999996,301.159,301.16499999999996,301.16999999999996,301.174,301.176,301.179,301.17999999999995,301.17999999999995,301.178
-68.18,301.056,301.06399999999996,301.06899999999996,301.072,301.07399999999996,301.077,301.08099999999996,301.082,301.08299999999997,301.082,301.08099999999996,301.078,301.072,301.06699999999995,301.065,301.066,301.07,301.07599999999996,301.084,301.09499999999997,301.108,301.12199999999996,301.13599999999997,301.149,301.15799999999996,301.164,301.169,301.173,301.17699999999996,301.17999999999995,301.181,301.181,301.17999999999995,301.17699999999996,301.174
-68.17,301.039,301.051,301.06,301.06699999999995,301.072,301.078,301.085,301.09,301.09299999999996,301.09299999999996,301.092,301.087,301.08099999999996,301.077,301.07599999999996,301.07899999999995,301.08299999999997,301.08799999999997,301.097,301.10699999999997,301.121,301.135,301.149,301.15999999999997,301.16799999999995,301.173,301.176,301.179,301.183,301.185,301.186,301.18399999999997,301.17999999999995,301.17499999999995,301.171
