,12.0,12.01,12.02,12.03,12.04,12.05,12.06,12.07,12.08,12.09,12.1,12.11,12.12,12.13,12.14,12.15,12.16,12.17,12.18,12.19,12.2,12.21,12.22,12.23,12.24,12.25,12.26,12.27,12.28,12.29,12.3,12.31,12.32,12.33,12.34
-68.48,300.835,300.822,300.808,300.79299999999995,300.779,300.76599999999996,300.756,300.748,300.741,300.73499999999996,300.729,300.719,300.705,300.68899999999996,300.67199999999997,300.657,300.64599999999996,300.63899999999995,300.63899999999995,300.643,300.65,300.65799999999996,300.66799999999995,300.67999999999995,300.697,300.721,300.746,300.77,300.794,300.822,300.854,300.89,300.92999999999995,300.971,301.01099999999997
-68.47,300.832,300.82099999999997,300.80899999999997,300.794,300.77799999999996,300.763,300.751,300.73999999999995,300.72999999999996,300.722,300.714,300.703,300.688,300.671,300.654,300.638,300.626,300.618,300.616,300.618,300.623,300.63,300.638,300.649,300.664,300.686,300.712,300.739,300.769,300.804,300.84299999999996,300.88599999999997,300.931,300.97499999999997,301.017
-68.46,300.828,300.81899999999996,300.808,300.79299999999995,300.77599999999995,300.76,300.746,300.73199999999997,300.71799999999996,300.707,300.698,300.686,300.671,300.655,300.637,300.62199999999996,300.609,300.601,300.597,300.59799999999996,300.602,300.60699999999997,300.614,300.623,300.637,300.657,300.683,300.71299999999997,300.748,300.789,300.83599999999996,300.885,300.935,300.98199999999997,301.027
-68.45,300.82599999999996,300.81699999999995,300.806,300.78999999999996,300.77299999999997,300.756,300.73999999999995,300.72299999999996,300.70599999999996,300.693,300.68199999999996,300.66999999999996,300.655,300.63899999999995,300.623,300.608,300.59499999999997,300.585,300.58099999999996,300.582,300.585,300.59,300.596,300.60299999999995,300.616,300.635,300.661,300.69399999999996,300.734,300.782,300.835,300.88899999999995,300.94199999999995,300.993,301.041
-68.44,300.827,300.816,300.80499999999995,300.789,300.77,300.751,300.733,300.71299999999997,300.695,300.67999999999995,300.66799999999995,300.65599999999995,300.642,300.62699999999995,300.61199999999997,300.597,300.584,300.57399999999996,300.57,300.57,300.57399999999996,300.578,300.58299999999997,300.59099999999995,300.60299999999995,300.62199999999996,300.649,300.685,300.72999999999996,300.78299999999996,300.84,300.897,300.952,301.006,301.056
-68.43,300.83299999999997,300.82099999999997,300.80699999999996,300.789,300.769,300.74699999999996,300.72499999999997,300.70399999999995,300.68399999999997,300.669,300.657,300.64599999999996,300.63399999999996,300.62,300.60499999999996,300.59,300.577,300.568,300.56399999999996,300.56399999999996,300.56699999999995,300.572,300.578,300.58599999999996,300.59999999999997,300.621,300.65099999999995,300.68899999999996,300.736,300.791,300.849,300.90799999999996,300.965,301.02,301.07099999999997
-68.42,300.844,300.82899999999995,300.811,300.791,300.768,300.74199999999996,300.717,300.69399999999996,300.67499999999995,300.661,300.65,300.64,300.62899999999996,300.616,300.601,300.587,300.575,300.566,300.56199999999995,300.56199999999995,300.565,300.57,300.57899999999995,300.59,300.60699999999997,300.63,300.662,300.703,300.751,300.80499999999995,300.863,300.92199999999997,300.979,301.03299999999996,301.08299999999997
-68.41,300.85699999999997,300.837,300.816,300.791,300.763,300.73499999999996,300.70799999999997,300.685,300.66799999999995,300.655,300.64599999999996,300.637,300.626,300.613,300.59799999999996,300.584,300.573,300.566,300.56199999999995,300.563,300.56699999999995,300.57399999999996,300.584,300.599,300.61899999999997,300.64599999999996,300.67999999999995,300.722,300.77,300.822,300.87899999999996,300.936,300.993,301.04499999999996,301.092
-68.4,300.86899999999997,300.84499999999997,300.818,300.787,300.755,300.72499999999997,300.698,300.676,300.661,300.65,300.642,300.63399999999996,300.623,300.60999999999996,300.596,300.582,300.572,300.565,300.563,300.566,300.57099999999997,300.58,300.59299999999996,300.611,300.635,300.66499999999996,300.70099999999996,300.743,300.78999999999996,300.84099999999995,300.894,300.95,301.00399999999996,301.054,301.09799999999996
-68.39,300.87699999999995,300.849,300.818,300.78299999999996,300.74699999999996,300.715,300.688,300.667,300.65299999999996,300.643,300.63599999999997,300.62899999999996,300.61899999999997,300.60699999999997,300.594,300.58099999999996,300.57099999999997,300.565,300.56399999999996,300.568,300.575,300.58599999999996,300.602,300.623,300.65099999999995,300.68399999999997,300.721,300.763,300.80899999999997,300.858,300.909,300.96099999999996,301.012,301.05899999999997,301.09999999999997
-68.38,300.883,300.851,300.815,300.777,300.739,300.705,300.678,300.657,300.643,300.63399999999996,300.628,300.62199999999996,300.61499999999995,300.604,300.592,300.58,300.57,300.565,300.56399999999996,300.56899999999996,300.578,300.59099999999995,300.60999999999996,300.63599999999997,300.666,300.702,300.73999999999995,300.78299999999996,300.827,300.87399999999997,300.92199999999997,300.969,301.01599999999996,301.06,301.09999999999997
-68.37,300.88599999999997,300.84999999999997,300.811,300.77,300.72999999999996,300.69599999999997,300.667,300.64599999999996,300.632,300.623,300.618,300.613,300.608,300.601,300.59,300.57899999999995,300.57,300.565,300.56399999999996,300.56899999999996,300.57899999999995,300.596,300.61899999999997,300.64799999999997,300.68199999999996,300.719,300.75899999999996,300.801,300.84499999999997,300.88899999999995,300.93399999999997,300.97799999999995,301.02,301.061,301.099
