YYYY-MM-DD,SST_MIN,SST_MAX,SST@90th_HS,SSTA@90th_HS,90th_HS>0,DHW_from_90th_HS>1,BAA_7day_max,SST_MEAN
2010-12-07,26.83,27.85,27.7100,0.4640,0.0000,14.8614,0,27.34
2010-12-08,26.8,27.97,27.8200,0.6087,0.0000,14.5643,0,27.384999999999998
2010-12-09,26.78,28.16,27.9200,0.6700,0.0000,14.2600,0,27.47
2010-12-10,27.02,28.21,27.8500,0.8800,0.0000,13.9829,0,27.615000000000002
2010-12-11,27.04,28.14,27.9500,0.9253,0.0000,13.6757,0,27.59
2010-12-12,27.05,27.9,27.8600,0.7580,0.0000,13.3371,0,27.475
2010-12-13,26.79,27.88,27.7800,0.7353,0.0000,12.9971,0,27.335
2010-12-14,26.62,28.02,27.9100,0.8723,0.0000,12.6829,0,27.32
2010-12-15,26.53,28.0,27.8800,0.8300,0.0000,12.3929,0,27.265
2010-12-16,26.97,28.04,27.8400,1.0481,0.0000,12.1157,0,27.505
2010-12-17,27.13,28.08,27.8500,1.1261,0.0000,11.8443,0,27.604999999999997
2010-12-18,26.9,27.99,27.9400,1.0284,0.0000,11.6029,0,27.445
2010-12-19,26.71,28.13,28.0300,1.0994,0.0000,11.3243,0,27.42
2010-12-20,26.71,28.09,27.9500,1.1123,0.0000,11.0600,0,27.4
2010-12-21,26.94,28.29,28.2000,1.3190,0.0700,10.7886,1,27.615000000000002
2010-12-22,27.05,28.32,28.1200,1.3097,0.0200,10.5457,1,27.685000000000002
2010-12-23,27.16,27.99,27.7900,1.1319,0.0000,10.2900,1,27.575
2010-12-24,27.18,28.02,27.9700,1.0365,0.0000,10.0686,1,27.6
2010-12-25,27.08,28.13,28.0300,1.2252,0.0000,9.8214,1,27.604999999999997
2010-12-26,26.93,28.06,27.9800,1.2232,0.0000,9.5657,1,27.494999999999997
2010-12-27,26.96,28.13,28.0500,1.2419,0.0000,9.3186,1,27.545
2010-12-28,26.94,28.11,27.9500,1.2429,0.0000,9.0829,1,27.525
2010-12-29,27.16,28.32,28.1900,1.4887,0.0600,8.8486,1,27.740000000000002
2010-12-30,27.01,28.25,28.0000,1.5458,0.0300,8.6243,1,27.630000000000003
2010-12-31,26.72,28.05,27.9200,1.3481,0.0000,8.3657,1,27.384999999999998
