0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
,,2.28,2.3,2.33,2.36,2.39,,,,,,,,,,,,,,,,,
,2.26,2.28,,,2.38,2.4,2.42,,,,,,,,,,,,,,,,
2.25,2.28,,,,,2.43,2.45,,,,,,,,,,,,,,,,
2.26,2.29,,,,,,2.47,2.49,,,,,,,,,,,,,,,
2.28,2.32,,,,,,,2.5,2.49,2.49,,,,,,,,,,,,,
2.32,2.36,,,,,,,,2.49,2.48,2.46,,,,,,,,,,,,
2.36,2.4,,,,,,,,,,2.45,2.42,2.41,2.41,,,,,,,,,
,2.43,,,,,,,,,,,,2.4,2.4,2.4,2.42,,,,,,,
,2.43,,,,,,,,,,,,,2.38,2.4,2.41,2.43,2.46,2.48,2.48,2.48,2.47,
,2.43,2.46,2.51,2.54,2.57,2.57,2.55,2.5,,,,,,,,,,,2.44,2.45,2.46,2.45,2.45
,,,,,,,,2.46,2.43,2.4,2.36,,,,,,,,,,,2.43,2.43
,,,,,,,,,,2.36,2.33,2.32,,,,,,,,,2.39,2.39,
,,,,,,,,,,,,2.28,,,,,,,,,2.36,2.36,
,,,,,,,,,,,,2.23,2.24,,,,,,,,2.32,,
,,,,,,,,,,2.18,2.19,2.2,2.21,,,,,,,,2.28,2.29,
,,,,,,,,,2.14,2.14,,2.17,2.17,2.18,,,,,,,,2.24,
,,,,,,,,,2.11,2.11,2.13,2.14,2.15,2.15,,,,,,,,2.16,2.15
,,,,,,,,,,,2.09,2.11,,2.12,,,,,,,,2.09,2.07
,,,,,,,,,,,,,2.09,2.1,,,,,,,,2.02,2.01
,,,,,,,,,,,,2.06,2.07,,,,,,,,,1.97,1.97
,,,,,,,,,,,,2.04,2.04,,,,,,,,1.94,1.94,
,,,,,,,,,,,,,2.02,2.03,,,,1.97,1.94,1.92,1.92,,
,,,,,,,,,,,,,2.01,2.0,,,,,1.93,,,,
,,,,,,,,,,,,,,1.99,,,,,1.96,,,,
,,,,,,,,,,,,,,1.96,,,,,1.99,2.0,,,
,,,,,,,,,,,,,,1.93,,,,,2.0,2.03,,,
,,,,,,,,,,,,,,1.92,1.93,,,,,2.06,,,
,,,,,,,,,,,,,,,1.93,1.95,,,2.05,2.08,,,
,,,,,,,,,,,,,,,,1.98,2.02,2.05,2.09,,,,
,,,,,,,,,,,,,,,,,2.08,2.11,,,,,
