0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
,,0.33,0.35,0.38,0.42,0.45,,,,,,,,,,,,,,,,,
,0.33,0.35,,,0.44,0.47,0.49,,,,,,,,,,,,,,,,
0.32,0.35,,,,,0.51,0.53,,,,,,,,,,,,,,,,
0.35,0.38,,,,,,0.55,0.56,,,,,,,,,,,,,,,
0.39,0.42,,,,,,,0.58,0.57,0.55,,,,,,,,,,,,,
0.44,0.48,,,,,,,,0.57,0.55,0.52,,,,,,,,,,,,
0.5,0.53,,,,,,,,,,0.52,0.49,0.48,0.49,,,,,,,,,
,0.58,,,,,,,,,,,,0.48,0.49,0.5,0.52,,,,,,,
,0.6,,,,,,,,,,,,,0.49,0.5,0.52,0.54,0.57,0.6,0.61,0.62,0.63,
,0.62,0.64,0.67,0.7,0.72,0.71,0.69,0.64,,,,,,,,,,,0.58,0.6,0.61,0.62,0.63
,,,,,,,,0.62,0.58,0.54,0.51,,,,,,,,,,,0.62,0.63
,,,,,,,,,,0.52,0.49,0.48,,,,,,,,,0.59,0.61,
,,,,,,,,,,,,0.47,,,,,,,,,0.58,0.6,
,,,,,,,,,,,,0.45,0.45,,,,,,,,0.58,,
,,,,,,,,,,0.43,0.43,0.44,0.44,,,,,,,,0.56,0.58,
,,,,,,,,,0.42,0.41,,0.43,0.43,0.44,,,,,,,,0.56,
,,,,,,,,,0.42,0.4,0.41,0.42,0.43,0.44,,,,,,,,0.52,0.53
,,,,,,,,,,,0.4,0.41,,0.43,,,,,,,,0.48,0.48
,,,,,,,,,,,,,0.42,0.43,,,,,,,,0.45,0.45
,,,,,,,,,,,,0.41,0.42,,,,,,,,,0.42,0.43
,,,,,,,,,,,,0.41,0.42,,,,,,,,0.4,0.41,
,,,,,,,,,,,,,0.42,0.42,,,,0.42,0.4,0.4,0.4,,
,,,,,,,,,,,,,0.42,0.42,,,,,0.41,,,,
,,,,,,,,,,,,,,0.42,,,,,0.44,,,,
,,,,,,,,,,,,,,0.41,,,,,0.47,0.49,,,
,,,,,,,,,,,,,,0.39,,,,,0.49,0.52,,,
,,,,,,,,,,,,,,0.39,0.4,,,,,0.54,,,
,,,,,,,,,,,,,,,0.41,0.43,,,0.53,0.56,,,
,,,,,,,,,,,,,,,,0.47,0.51,0.54,0.57,,,,
,,,,,,,,,,,,,,,,,0.56,0.59,,,,,
