0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
,,0.33,0.33,0.34,0.35,0.35,,,,,,,,,,,,,,,,,
,0.33,0.33,,,0.34,0.35,0.35,,,,,,,,,,,,,,,,
0.35,0.34,,,,,0.34,0.35,,,,,,,,,,,,,,,,
0.36,0.35,,,,,,0.35,0.36,,,,,,,,,,,,,,,
0.36,0.36,,,,,,,0.37,0.38,0.38,,,,,,,,,,,,,
0.37,0.36,,,,,,,,0.38,0.38,0.38,,,,,,,,,,,,
0.37,0.36,,,,,,,,,,0.38,0.39,0.4,0.41,,,,,,,,,
,0.35,,,,,,,,,,,,0.4,0.41,0.43,0.45,,,,,,,
,0.34,,,,,,,,,,,,,0.41,0.43,0.45,0.47,0.48,0.51,0.53,0.56,0.59,
,0.33,0.33,0.34,0.35,0.36,0.37,0.38,0.39,,,,,,,,,,,0.5,0.53,0.56,0.58,0.6
,,,,,,,,0.39,0.39,0.4,0.4,,,,,,,,,,,0.57,0.59
,,,,,,,,,,0.41,0.41,0.42,,,,,,,,,0.55,0.57,
,,,,,,,,,,,,0.43,,,,,,,,,0.54,0.56,
,,,,,,,,,,,,0.43,0.43,,,,,,,,0.54,,
,,,,,,,,,,0.42,0.42,0.43,0.43,,,,,,,,0.54,0.56,
,,,,,,,,,0.41,0.42,,0.43,0.44,0.44,,,,,,,,0.56,
,,,,,,,,,0.41,0.42,0.43,0.43,0.44,0.44,,,,,,,,0.55,0.56
,,,,,,,,,,,0.43,0.43,,0.44,,,,,,,,0.54,0.54
,,,,,,,,,,,,,0.44,0.45,,,,,,,,0.52,0.52
,,,,,,,,,,,,0.44,0.45,,,,,,,,,0.51,0.5
,,,,,,,,,,,,0.46,0.46,,,,,,,,0.51,0.51,
,,,,,,,,,,,,,0.47,0.48,,,,0.5,0.51,0.51,0.52,,
,,,,,,,,,,,,,0.51,0.51,,,,,0.52,,,,
,,,,,,,,,,,,,,0.56,,,,,0.54,,,,
,,,,,,,,,,,,,,0.61,,,,,0.56,0.55,,,
,,,,,,,,,,,,,,0.66,,,,,0.59,0.58,,,
,,,,,,,,,,,,,,0.7,0.69,,,,,0.6,,,
,,,,,,,,,,,,,,,0.72,0.7,,,0.64,0.62,,,
,,,,,,,,,,,,,,,,0.72,0.7,0.69,0.67,,,,
,,,,,,,,,,,,,,,,,0.71,0.7,,,,,
