0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
,,0.8,0.81,0.8,0.78,0.76,,,,,,,,,,,,,,,,,
,0.75,0.78,,,0.78,0.77,0.75,,,,,,,,,,,,,,,,
0.71,0.73,,,,,0.76,0.75,,,,,,,,,,,,,,,,
0.7,0.72,,,,,,0.73,0.71,,,,,,,,,,,,,,,
0.71,0.72,,,,,,,0.69,0.68,0.66,,,,,,,,,,,,,
0.7,0.71,,,,,,,,0.66,0.64,0.61,,,,,,,,,,,,
0.7,0.7,,,,,,,,,,0.58,0.56,0.55,0.56,,,,,,,,,
,0.66,,,,,,,,,,,,0.52,0.54,0.57,0.63,,,,,,,
,0.61,,,,,,,,,,,,,0.52,0.56,0.61,0.67,0.74,0.82,0.89,0.96,1.01,
,0.57,0.56,0.55,0.54,0.54,0.55,0.55,0.55,,,,,,,,,,,0.8,0.86,0.92,0.97,0.99
,,,,,,,,0.51,0.5,0.48,0.47,,,,,,,,,,,0.92,0.94
,,,,,,,,,,0.45,0.45,0.45,,,,,,,,,0.84,0.88,
,,,,,,,,,,,,0.42,,,,,,,,,0.81,0.84,
,,,,,,,,,,,,0.4,0.41,,,,,,,,0.78,,
,,,,,,,,,,0.36,0.37,0.37,0.39,,,,,,,,0.74,0.79,
,,,,,,,,,0.34,0.34,,0.36,0.37,0.38,,,,,,,,0.76,
,,,,,,,,,0.33,0.33,0.34,0.34,0.35,0.36,,,,,,,,0.72,0.75
,,,,,,,,,,,0.32,0.32,,0.34,,,,,,,,0.67,0.71
,,,,,,,,,,,,,0.32,0.33,,,,,,,,0.62,0.67
,,,,,,,,,,,,0.3,0.31,,,,,,,,,0.58,0.63
,,,,,,,,,,,,0.3,0.31,,,,,,,,0.5,0.55,
,,,,,,,,,,,,,0.32,0.33,,,,0.38,0.4,0.44,0.48,,
,,,,,,,,,,,,,0.33,0.35,,,,,0.4,,,,
,,,,,,,,,,,,,,0.37,,,,,0.41,,,,
,,,,,,,,,,,,,,0.39,,,,,0.43,0.46,,,
,,,,,,,,,,,,,,0.41,,,,,0.45,0.47,,,
,,,,,,,,,,,,,,0.43,0.45,,,,,0.49,,,
,,,,,,,,,,,,,,,0.46,0.48,,,0.5,0.51,,,
,,,,,,,,,,,,,,,,0.5,0.51,0.52,0.52,,,,
,,,,,,,,,,,,,,,,,0.53,0.54,,,,,
