0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
,,0.69,0.73,0.76,0.8,0.85,,,,,,,,,,,,,,,,,
,0.7,0.73,,,0.83,0.88,0.91,,,,,,,,,,,,,,,,
0.72,0.75,,,,,0.9,0.93,,,,,,,,,,,,,,,,
0.76,0.78,,,,,,0.95,0.97,,,,,,,,,,,,,,,
0.79,0.82,,,,,,,0.99,1.0,0.99,,,,,,,,,,,,,
0.82,0.85,,,,,,,,1.02,1.01,0.97,,,,,,,,,,,,
0.85,0.87,,,,,,,,,,0.98,0.93,0.9,0.89,,,,,,,,,
,0.88,,,,,,,,,,,,0.89,0.88,0.89,0.9,,,,,,,
,0.87,,,,,,,,,,,,,0.88,0.88,0.89,0.91,0.95,0.99,1.02,1.06,1.07,
,0.85,0.88,0.91,0.95,0.99,1.01,1.01,1.0,,,,,,,,,,,0.94,0.96,0.99,0.99,0.98
,,,,,,,,0.97,0.96,0.95,0.92,,,,,,,,,,,0.91,0.9
,,,,,,,,,,0.92,0.9,0.87,,,,,,,,,0.83,0.83,
,,,,,,,,,,,,0.83,,,,,,,,,0.76,0.76,
,,,,,,,,,,,,0.79,0.76,,,,,,,,0.7,,
,,,,,,,,,,0.79,0.78,0.75,0.72,,,,,,,,0.63,0.63,
,,,,,,,,,0.75,0.74,,0.71,0.68,0.66,,,,,,,,0.57,
,,,,,,,,,0.7,0.69,0.69,0.67,0.65,0.62,,,,,,,,0.53,0.53
,,,,,,,,,,,0.63,0.63,,0.59,,,,,,,,0.5,0.5
,,,,,,,,,,,,,0.57,0.56,,,,,,,,0.48,0.47
,,,,,,,,,,,,0.54,0.53,,,,,,,,,0.47,0.47
,,,,,,,,,,,,0.51,0.5,,,,,,,,0.49,0.48,
,,,,,,,,,,,,,0.48,0.48,,,,0.51,0.51,0.51,0.51,,
,,,,,,,,,,,,,0.47,0.47,,,,,0.53,,,,
,,,,,,,,,,,,,,0.48,,,,,0.56,,,,
,,,,,,,,,,,,,,0.48,,,,,0.59,0.6,,,
,,,,,,,,,,,,,,0.49,,,,,0.62,0.63,,,
,,,,,,,,,,,,,,0.51,0.55,,,,,0.65,,,
,,,,,,,,,,,,,,,0.58,0.62,,,0.68,0.69,,,
,,,,,,,,,,,,,,,,0.64,0.67,0.69,0.72,,,,
,,,,,,,,,,,,,,,,,0.7,0.72,,,,,
