0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
,,0.67,0.68,0.67,0.66,0.64,,,,,,,,,,,,,,,,,
,0.63,0.66,,,0.65,0.64,0.63,,,,,,,,,,,,,,,,
0.6,0.62,,,,,0.63,0.62,,,,,,,,,,,,,,,,
0.6,0.61,,,,,,0.59,0.58,,,,,,,,,,,,,,,
0.6,0.61,,,,,,,0.55,0.54,0.53,,,,,,,,,,,,,
0.61,0.61,,,,,,,,0.52,0.5,0.49,,,,,,,,,,,,
0.6,0.6,,,,,,,,,,0.46,0.44,0.44,0.46,,,,,,,,,
,0.57,,,,,,,,,,,,0.41,0.43,0.47,0.52,,,,,,,
,0.53,,,,,,,,,,,,,0.41,0.45,0.5,0.55,0.62,0.69,0.74,0.8,0.83,
,0.49,0.47,0.46,0.44,0.42,0.4,0.4,0.4,,,,,,,,,,,0.66,0.72,0.76,0.8,0.81
,,,,,,,,0.37,0.36,0.35,0.35,,,,,,,,,,,0.76,0.77
,,,,,,,,,,0.33,0.33,0.34,,,,,,,,,0.7,0.73,
,,,,,,,,,,,,0.32,,,,,,,,,0.67,0.7,
,,,,,,,,,,,,0.29,0.31,,,,,,,,0.65,,
,,,,,,,,,,0.26,0.27,0.27,0.29,,,,,,,,0.63,0.67,
,,,,,,,,,0.25,0.25,,0.26,0.27,0.28,,,,,,,,0.65,
,,,,,,,,,0.24,0.24,0.25,0.25,0.26,0.27,,,,,,,,0.61,0.64
,,,,,,,,,,,0.24,0.24,,0.27,,,,,,,,0.58,0.61
,,,,,,,,,,,,,0.25,0.26,,,,,,,,0.54,0.58
,,,,,,,,,,,,0.24,0.25,,,,,,,,,0.51,0.55
,,,,,,,,,,,,0.25,0.26,,,,,,,,0.46,0.5,
,,,,,,,,,,,,,0.28,0.3,,,,0.35,0.37,0.41,0.45,,
,,,,,,,,,,,,,0.3,0.32,,,,,0.38,,,,
,,,,,,,,,,,,,,0.34,,,,,0.39,,,,
,,,,,,,,,,,,,,0.37,,,,,0.41,0.44,,,
,,,,,,,,,,,,,,0.39,,,,,0.43,0.46,,,
,,,,,,,,,,,,,,0.41,0.43,,,,,0.48,,,
,,,,,,,,,,,,,,,0.44,0.46,,,0.48,0.49,,,
,,,,,,,,,,,,,,,,0.48,0.49,0.5,0.5,,,,
,,,,,,,,,,,,,,,,,0.51,0.52,,,,,
