0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
,,2.39,2.41,2.45,2.49,2.52,,,,,,,,,,,,,,,,,
,2.36,2.39,,,2.5,2.54,2.56,,,,,,,,,,,,,,,,
2.34,2.38,,,,,2.57,2.59,,,,,,,,,,,,,,,,
2.36,2.4,,,,,,2.62,2.64,,,,,,,,,,,,,,,
2.38,2.43,,,,,,,2.65,2.66,2.65,,,,,,,,,,,,,
2.42,2.47,,,,,,,,2.65,2.65,2.64,,,,,,,,,,,,
2.46,2.51,,,,,,,,,,2.63,2.61,2.6,2.6,,,,,,,,,
,2.54,,,,,,,,,,,,2.59,2.59,2.6,2.61,,,,,,,
,2.54,,,,,,,,,,,,,2.58,2.6,2.61,2.63,2.66,2.68,2.69,2.69,2.68,
,2.54,2.58,2.63,2.68,2.72,2.73,2.72,2.68,,,,,,,,,,,2.66,2.66,2.67,2.67,2.67
,,,,,,,,2.65,2.63,2.6,2.56,,,,,,,,,,,2.66,2.66
,,,,,,,,,,2.56,2.54,2.53,,,,,,,,,2.63,2.63,
,,,,,,,,,,,,2.49,,,,,,,,,2.6,2.61,
,,,,,,,,,,,,2.45,2.46,,,,,,,,2.57,,
,,,,,,,,,,2.39,2.41,2.42,2.43,,,,,,,,2.53,2.54,
,,,,,,,,,2.34,2.35,,2.39,2.4,2.4,,,,,,,,2.5,
,,,,,,,,,2.31,2.32,2.34,2.36,2.37,2.37,,,,,,,,2.42,2.42
,,,,,,,,,,,2.31,2.33,,2.35,,,,,,,,2.34,2.33
,,,,,,,,,,,,,2.31,2.32,,,,,,,,2.27,2.26
,,,,,,,,,,,,2.28,2.29,,,,,,,,,2.21,2.21
,,,,,,,,,,,,2.25,2.26,,,,,,,,2.16,2.16,
,,,,,,,,,,,,,2.23,2.24,,,,2.18,2.15,2.14,2.13,,
,,,,,,,,,,,,,2.22,2.21,,,,,2.14,,,,
,,,,,,,,,,,,,,2.19,,,,,2.15,,,,
,,,,,,,,,,,,,,2.16,,,,,2.18,2.19,,,
,,,,,,,,,,,,,,2.12,,,,,2.19,2.22,,,
,,,,,,,,,,,,,,2.11,2.11,,,,,2.24,,,
,,,,,,,,,,,,,,,2.12,2.13,,,2.23,2.26,,,
,,,,,,,,,,,,,,,,2.17,2.21,2.24,2.28,,,,
,,,,,,,,,,,,,,,,,2.26,2.3,,,,,
