0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
,,0.41,0.42,0.44,0.47,0.5,,,,,,,,,,,,,,,,,
,0.4,0.42,,,0.48,0.5,0.52,,,,,,,,,,,,,,,,
0.41,0.43,,,,,0.5,0.52,,,,,,,,,,,,,,,,
0.43,0.44,,,,,,0.52,0.52,,,,,,,,,,,,,,,
0.43,0.45,,,,,,,0.52,0.52,0.52,,,,,,,,,,,,,
0.42,0.43,,,,,,,,0.51,0.52,0.52,,,,,,,,,,,,
0.39,0.41,,,,,,,,,,0.52,0.53,0.54,0.54,,,,,,,,,
,0.39,,,,,,,,,,,,0.53,0.53,0.54,0.54,,,,,,,
,0.39,,,,,,,,,,,,,0.52,0.53,0.53,0.54,0.54,0.55,0.55,0.56,0.56,
,0.39,0.41,0.43,0.45,0.47,0.49,0.5,0.51,,,,,,,,,,,0.55,0.55,0.55,0.56,0.56
,,,,,,,,0.5,0.5,0.49,0.48,,,,,,,,,,,0.55,0.55
,,,,,,,,,,0.47,0.47,0.47,,,,,,,,,0.54,0.54,
,,,,,,,,,,,,0.46,,,,,,,,,0.52,0.53,
,,,,,,,,,,,,0.44,0.45,,,,,,,,0.51,,
,,,,,,,,,,0.43,0.43,0.43,0.44,,,,,,,,0.49,0.49,
,,,,,,,,,0.41,0.42,,0.42,0.43,0.43,,,,,,,,0.48,
,,,,,,,,,0.39,0.4,0.41,0.41,0.42,0.42,,,,,,,,0.46,0.46
,,,,,,,,,,,0.39,0.39,,0.41,,,,,,,,0.44,0.45
,,,,,,,,,,,,,0.38,0.39,,,,,,,,0.43,0.44
,,,,,,,,,,,,0.36,0.36,,,,,,,,,0.41,0.42
,,,,,,,,,,,,0.34,0.35,,,,,,,,0.38,0.39,
,,,,,,,,,,,,,0.33,0.34,,,,0.35,0.35,0.36,0.36,,
,,,,,,,,,,,,,0.32,0.33,,,,,0.33,,,,
,,,,,,,,,,,,,,0.32,,,,,0.32,,,,
,,,,,,,,,,,,,,0.31,,,,,0.3,0.3,,,
,,,,,,,,,,,,,,0.29,,,,,0.27,0.28,,,
,,,,,,,,,,,,,,0.27,0.26,,,,,0.26,,,
,,,,,,,,,,,,,,,0.22,0.22,,,0.22,0.24,,,
,,,,,,,,,,,,,,,,0.19,0.18,0.19,0.2,,,,
,,,,,,,,,,,,,,,,,0.18,0.18,,,,,
