0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
,,0.4,0.43,0.46,0.49,0.52,,,,,,,,,,,,,,,,,
,0.41,0.44,,,0.52,0.55,0.58,,,,,,,,,,,,,,,,
0.43,0.45,,,,,0.57,0.6,,,,,,,,,,,,,,,,
0.46,0.48,,,,,,0.62,0.65,,,,,,,,,,,,,,,
0.49,0.51,,,,,,,0.67,0.69,0.68,,,,,,,,,,,,,
0.52,0.54,,,,,,,,0.71,0.7,0.67,,,,,,,,,,,,
0.55,0.57,,,,,,,,,,0.68,0.63,0.6,0.59,,,,,,,,,
,0.59,,,,,,,,,,,,0.6,0.59,0.58,0.58,,,,,,,
,0.6,,,,,,,,,,,,,0.59,0.59,0.59,0.59,0.62,0.65,0.68,0.71,0.73,
,0.6,0.63,0.66,0.68,0.71,0.73,0.73,0.72,,,,,,,,,,,0.63,0.65,0.68,0.69,0.68
,,,,,,,,0.71,0.69,0.68,0.65,,,,,,,,,,,0.64,0.64
,,,,,,,,,,0.67,0.65,0.61,,,,,,,,,0.58,0.58,
,,,,,,,,,,,,0.59,,,,,,,,,0.53,0.53,
,,,,,,,,,,,,0.56,0.53,,,,,,,,0.48,,
,,,,,,,,,,0.58,0.56,0.53,0.5,,,,,,,,0.43,0.43,
,,,,,,,,,0.56,0.55,,0.51,0.48,0.45,,,,,,,,0.39,
,,,,,,,,,0.53,0.52,0.5,0.47,0.45,0.43,,,,,,,,0.36,0.37
,,,,,,,,,,,0.46,0.45,,0.4,,,,,,,,0.34,0.35
,,,,,,,,,,,,,0.39,0.38,,,,,,,,0.33,0.33
,,,,,,,,,,,,0.38,0.37,,,,,,,,,0.34,0.33
,,,,,,,,,,,,0.35,0.35,,,,,,,,0.36,0.35,
,,,,,,,,,,,,,0.33,0.33,,,,0.37,0.38,0.38,0.38,,
,,,,,,,,,,,,,0.31,0.32,,,,,0.4,,,,
,,,,,,,,,,,,,,0.31,,,,,0.41,,,,
,,,,,,,,,,,,,,0.3,,,,,0.43,0.45,,,
,,,,,,,,,,,,,,0.29,,,,,0.44,0.45,,,
,,,,,,,,,,,,,,0.29,0.33,,,,,0.46,,,
,,,,,,,,,,,,,,,0.33,0.37,,,0.44,0.46,,,
,,,,,,,,,,,,,,,,0.37,0.4,0.42,0.45,,,,
,,,,,,,,,,,,,,,,,0.4,0.43,,,,,
