0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
,,0.49,0.49,0.49,0.48,0.47,,,,,,,,,,,,,,,,,
,0.47,0.48,,,0.49,0.48,0.47,,,,,,,,,,,,,,,,
0.44,0.46,,,,,0.48,0.47,,,,,,,,,,,,,,,,
0.43,0.45,,,,,,0.47,0.46,,,,,,,,,,,,,,,
0.42,0.44,,,,,,,0.46,0.44,0.42,,,,,,,,,,,,,
0.41,0.42,,,,,,,,0.43,0.42,0.4,,,,,,,,,,,,
0.39,0.41,,,,,,,,,,0.39,0.38,0.37,0.37,,,,,,,,,
,0.38,,,,,,,,,,,,0.36,0.37,0.38,0.4,,,,,,,
,0.36,,,,,,,,,,,,,0.36,0.38,0.4,0.43,0.46,0.5,0.53,0.56,0.59,
,0.33,0.33,0.34,0.35,0.36,0.38,0.38,0.38,,,,,,,,,,,0.48,0.51,0.54,0.56,0.58
,,,,,,,,0.35,0.34,0.34,0.33,,,,,,,,,,,0.54,0.55
,,,,,,,,,,0.32,0.32,0.32,,,,,,,,,0.49,0.51,
,,,,,,,,,,,,0.31,,,,,,,,,0.47,0.48,
,,,,,,,,,,,,0.29,0.3,,,,,,,,0.44,,
,,,,,,,,,,0.26,0.27,0.28,0.29,,,,,,,,0.42,0.44,
,,,,,,,,,0.22,0.24,,0.26,0.27,0.28,,,,,,,,0.41,
,,,,,,,,,0.21,0.23,0.24,0.24,0.25,0.26,,,,,,,,0.37,0.4
,,,,,,,,,,,0.22,0.23,,0.24,,,,,,,,0.34,0.37
,,,,,,,,,,,,,0.21,0.21,,,,,,,,0.3,0.33
,,,,,,,,,,,,0.18,0.19,,,,,,,,,0.27,0.29
,,,,,,,,,,,,0.16,0.16,,,,,,,,0.22,0.24,
,,,,,,,,,,,,,0.15,0.15,,,,0.17,0.18,0.19,0.2,,
,,,,,,,,,,,,,0.14,0.14,,,,,0.16,,,,
,,,,,,,,,,,,,,0.14,,,,,0.16,,,,
,,,,,,,,,,,,,,0.14,,,,,0.16,0.18,,,
,,,,,,,,,,,,,,0.14,,,,,0.17,0.19,,,
,,,,,,,,,,,,,,0.14,0.14,,,,,0.2,,,
,,,,,,,,,,,,,,,0.15,0.16,,,0.19,0.21,,,
,,,,,,,,,,,,,,,,0.16,0.17,0.18,0.2,,,,
,,,,,,,,,,,,,,,,,0.17,0.18,,,,,
