0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
,,0.36,0.42,0.49,0.55,0.6,,,,,,,,,,,,,,,,,
,0.38,0.4,,,0.55,0.6,0.64,,,,,,,,,,,,,,,,
0.43,0.44,,,,,0.6,0.64,,,,,,,,,,,,,,,,
0.48,0.49,,,,,,0.64,0.67,,,,,,,,,,,,,,,
0.52,0.53,,,,,,,0.65,0.66,0.64,,,,,,,,,,,,,
0.53,0.55,,,,,,,,0.63,0.61,0.59,,,,,,,,,,,,
0.53,0.55,,,,,,,,,,0.56,0.54,0.52,0.52,,,,,,,,,
,0.53,,,,,,,,,,,,0.51,0.51,0.52,0.54,,,,,,,
,0.49,,,,,,,,,,,,,0.51,0.52,0.54,0.58,0.61,0.64,0.66,0.67,0.67,
,0.44,0.47,0.49,0.51,0.53,0.55,0.56,0.56,,,,,,,,,,,0.62,0.64,0.65,0.65,0.63
,,,,,,,,0.52,0.52,0.51,0.5,,,,,,,,,,,0.62,0.61
,,,,,,,,,,0.48,0.48,0.48,,,,,,,,,0.6,0.6,
,,,,,,,,,,,,0.45,,,,,,,,,0.58,0.59,
,,,,,,,,,,,,0.42,0.42,,,,,,,,0.56,,
,,,,,,,,,,0.36,0.38,0.38,0.38,,,,,,,,0.54,0.57,
,,,,,,,,,0.3,0.32,,0.34,0.34,0.34,,,,,,,,0.56,
,,,,,,,,,0.26,0.28,0.29,0.3,0.3,0.3,,,,,,,,0.54,0.58
,,,,,,,,,,,0.26,0.27,,0.27,,,,,,,,0.52,0.56
,,,,,,,,,,,,,0.24,0.24,,,,,,,,0.49,0.53
,,,,,,,,,,,,0.21,0.21,,,,,,,,,0.46,0.51
,,,,,,,,,,,,0.19,0.19,,,,,,,,0.38,0.43,
,,,,,,,,,,,,,0.17,0.18,,,,0.23,0.27,0.31,0.36,,
,,,,,,,,,,,,,0.16,0.16,,,,,0.26,,,,
,,,,,,,,,,,,,,0.16,,,,,0.26,,,,
,,,,,,,,,,,,,,0.16,,,,,0.26,0.29,,,
,,,,,,,,,,,,,,0.18,,,,,0.26,0.28,,,
,,,,,,,,,,,,,,0.21,0.21,,,,,0.29,,,
,,,,,,,,,,,,,,,0.25,0.25,,,0.27,0.29,,,
,,,,,,,,,,,,,,,,0.29,0.28,0.27,0.28,,,,
,,,,,,,,,,,,,,,,,0.3,0.28,,,,,
