0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
,,0.76,0.78,0.79,0.78,0.77,,,,,,,,,,,,,,,,,
,0.71,0.74,,,0.78,0.78,0.77,,,,,,,,,,,,,,,,
0.66,0.68,,,,,0.76,0.76,,,,,,,,,,,,,,,,
0.65,0.66,,,,,,0.74,0.73,,,,,,,,,,,,,,,
0.64,0.66,,,,,,,0.71,0.7,0.68,,,,,,,,,,,,,
0.63,0.65,,,,,,,,0.68,0.66,0.63,,,,,,,,,,,,
0.61,0.63,,,,,,,,,,0.61,0.58,0.58,0.59,,,,,,,,,
,0.6,,,,,,,,,,,,0.55,0.57,0.61,0.66,,,,,,,
,0.56,,,,,,,,,,,,,0.55,0.6,0.65,0.72,0.8,0.88,0.96,1.02,1.07,
,0.52,0.52,0.52,0.53,0.54,0.55,0.57,0.57,,,,,,,,,,,0.86,0.93,0.99,1.03,1.06
,,,,,,,,0.53,0.52,0.5,0.5,,,,,,,,,,,0.99,1.01
,,,,,,,,,,0.47,0.47,0.48,,,,,,,,,0.91,0.95,
,,,,,,,,,,,,0.45,,,,,,,,,0.87,0.91,
,,,,,,,,,,,,0.42,0.44,,,,,,,,0.84,,
,,,,,,,,,,0.38,0.39,0.4,0.41,,,,,,,,0.8,0.86,
,,,,,,,,,0.36,0.36,,0.38,0.39,0.4,,,,,,,,0.82,
,,,,,,,,,0.34,0.35,0.35,0.36,0.37,0.38,,,,,,,,0.77,0.82
,,,,,,,,,,,0.33,0.34,,0.36,,,,,,,,0.72,0.77
,,,,,,,,,,,,,0.33,0.35,,,,,,,,0.67,0.71
,,,,,,,,,,,,0.31,0.32,,,,,,,,,0.62,0.67
,,,,,,,,,,,,0.3,0.31,,,,,,,,0.53,0.58,
,,,,,,,,,,,,,0.31,0.32,,,,0.37,0.4,0.45,0.5,,
,,,,,,,,,,,,,0.31,0.32,,,,,0.39,,,,
,,,,,,,,,,,,,,0.34,,,,,0.38,,,,
,,,,,,,,,,,,,,0.36,,,,,0.4,0.45,,,
,,,,,,,,,,,,,,0.38,,,,,0.43,0.48,,,
,,,,,,,,,,,,,,0.41,0.42,,,,,0.52,,,
,,,,,,,,,,,,,,,0.45,0.47,,,0.52,0.54,,,
,,,,,,,,,,,,,,,,0.5,0.52,0.53,0.55,,,,
,,,,,,,,,,,,,,,,,0.55,0.56,,,,,
