0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
,,0.49,0.51,0.52,0.55,0.56,,,,,,,,,,,,,,,,,
,0.5,0.51,,,0.56,0.57,0.58,,,,,,,,,,,,,,,,
0.5,0.52,,,,,0.58,0.58,,,,,,,,,,,,,,,,
0.52,0.53,,,,,,0.59,0.58,,,,,,,,,,,,,,,
0.52,0.54,,,,,,,0.58,0.58,0.57,,,,,,,,,,,,,
0.52,0.54,,,,,,,,0.57,0.56,0.56,,,,,,,,,,,,
0.51,0.53,,,,,,,,,,0.56,0.56,0.56,0.56,,,,,,,,,
,0.51,,,,,,,,,,,,0.56,0.55,0.55,0.56,,,,,,,
,0.49,,,,,,,,,,,,,0.55,0.54,0.54,0.54,0.55,0.57,0.57,0.58,0.57,
,0.45,0.47,0.49,0.52,0.53,0.54,0.54,0.55,,,,,,,,,,,0.53,0.53,0.52,0.52,0.51
,,,,,,,,0.53,0.55,0.56,0.56,,,,,,,,,,,0.46,0.45
,,,,,,,,,,0.55,0.55,0.54,,,,,,,,,0.42,0.41,
,,,,,,,,,,,,0.52,,,,,,,,,0.39,0.37,
,,,,,,,,,,,,0.49,0.48,,,,,,,,0.35,,
,,,,,,,,,,0.46,0.46,0.46,0.45,,,,,,,,0.31,0.28,
,,,,,,,,,0.42,0.43,,0.43,0.42,0.41,,,,,,,,0.24,
,,,,,,,,,0.39,0.39,0.4,0.4,0.39,0.38,,,,,,,,0.21,0.19
,,,,,,,,,,,0.37,0.37,,0.36,,,,,,,,0.19,0.18
,,,,,,,,,,,,,0.34,0.34,,,,,,,,0.18,0.16
,,,,,,,,,,,,0.32,0.32,,,,,,,,,0.18,0.16
,,,,,,,,,,,,0.3,0.29,,,,,,,,0.21,0.19,
,,,,,,,,,,,,,0.28,0.27,,,,0.27,0.26,0.24,0.22,,
,,,,,,,,,,,,,0.27,0.27,,,,,0.28,,,,
,,,,,,,,,,,,,,0.27,,,,,0.3,,,,
,,,,,,,,,,,,,,0.28,,,,,0.33,0.33,,,
,,,,,,,,,,,,,,0.3,,,,,0.36,0.36,,,
,,,,,,,,,,,,,,0.33,0.34,,,,,0.39,,,
,,,,,,,,,,,,,,,0.38,0.4,,,0.43,0.42,,,
,,,,,,,,,,,,,,,,0.44,0.45,0.46,0.47,,,,
,,,,,,,,,,,,,,,,,0.48,0.49,,,,,
