0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
,,0.48,0.49,0.51,0.53,0.56,,,,,,,,,,,,,,,,,
,0.48,0.49,,,0.54,0.58,0.61,,,,,,,,,,,,,,,,
0.49,0.5,,,,,0.59,0.61,,,,,,,,,,,,,,,,
0.52,0.52,,,,,,0.61,0.63,,,,,,,,,,,,,,,
0.53,0.53,,,,,,,0.62,0.63,0.63,,,,,,,,,,,,,
0.51,0.52,,,,,,,,0.61,0.62,0.62,,,,,,,,,,,,
0.49,0.49,,,,,,,,,,0.62,0.63,0.64,0.65,,,,,,,,,
,0.48,,,,,,,,,,,,0.63,0.64,0.64,0.65,,,,,,,
,0.48,,,,,,,,,,,,,0.62,0.63,0.64,0.65,0.66,0.66,0.67,0.68,0.68,
,0.49,0.5,0.52,0.55,0.58,0.61,0.62,0.63,,,,,,,,,,,0.67,0.67,0.68,0.68,0.67
,,,,,,,,0.64,0.63,0.63,0.62,,,,,,,,,,,0.67,0.67
,,,,,,,,,,0.63,0.63,0.62,,,,,,,,,0.66,0.66,
,,,,,,,,,,,,0.62,,,,,,,,,0.66,0.66,
,,,,,,,,,,,,0.6,0.6,,,,,,,,0.65,,
,,,,,,,,,,0.59,0.59,0.59,0.59,,,,,,,,0.64,0.65,
,,,,,,,,,0.55,0.56,,0.58,0.58,0.58,,,,,,,,0.63,
,,,,,,,,,0.52,0.54,0.55,0.56,0.56,0.57,,,,,,,,0.61,0.62
,,,,,,,,,,,0.53,0.54,,0.55,,,,,,,,0.59,0.6
,,,,,,,,,,,,,0.52,0.53,,,,,,,,0.56,0.58
,,,,,,,,,,,,0.49,0.5,,,,,,,,,0.54,0.55
,,,,,,,,,,,,0.47,0.48,,,,,,,,0.5,0.51,
,,,,,,,,,,,,,0.46,0.48,,,,0.49,0.48,0.48,0.48,,
,,,,,,,,,,,,,0.45,0.46,,,,,0.47,,,,
,,,,,,,,,,,,,,0.45,,,,,0.46,,,,
,,,,,,,,,,,,,,0.44,,,,,0.45,0.44,,,
,,,,,,,,,,,,,,0.41,,,,,0.43,0.43,,,
,,,,,,,,,,,,,,0.39,0.39,,,,,0.42,,,
,,,,,,,,,,,,,,,0.35,0.36,,,0.39,0.4,,,
,,,,,,,,,,,,,,,,0.34,0.35,0.36,0.36,,,,
,,,,,,,,,,,,,,,,,0.35,0.35,,,,,
