0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
,,0.55,0.58,0.6,0.61,0.62,,,,,,,,,,,,,,,,,
,0.5,0.54,,,0.61,0.62,0.63,,,,,,,,,,,,,,,,
0.47,0.51,,,,,0.63,0.65,,,,,,,,,,,,,,,,
0.5,0.54,,,,,,0.67,0.69,,,,,,,,,,,,,,,
0.54,0.58,,,,,,,0.71,0.73,0.74,,,,,,,,,,,,,
0.58,0.62,,,,,,,,0.74,0.75,0.76,,,,,,,,,,,,
0.62,0.65,,,,,,,,,,0.76,0.77,0.78,0.79,,,,,,,,,
,0.68,,,,,,,,,,,,0.77,0.79,0.8,0.82,,,,,,,
,0.7,,,,,,,,,,,,,0.79,0.81,0.82,0.84,0.86,0.87,0.86,0.85,0.84,
,0.71,0.74,0.76,0.77,0.79,0.81,0.83,0.82,,,,,,,,,,,0.86,0.86,0.85,0.84,0.84
,,,,,,,,0.85,0.84,0.82,0.8,,,,,,,,,,,0.85,0.84
,,,,,,,,,,0.82,0.81,0.8,,,,,,,,,0.84,0.84,
,,,,,,,,,,,,0.78,,,,,,,,,0.83,0.83,
,,,,,,,,,,,,0.76,0.77,,,,,,,,0.81,,
,,,,,,,,,,0.77,0.76,0.75,0.76,,,,,,,,0.79,0.79,
,,,,,,,,,0.8,0.78,,0.76,0.75,0.74,,,,,,,,0.77,
,,,,,,,,,0.81,0.79,0.78,0.75,0.74,0.72,,,,,,,,0.73,0.73
,,,,,,,,,,,0.77,0.74,,0.7,,,,,,,,0.69,0.7
,,,,,,,,,,,,,0.69,0.68,,,,,,,,0.66,0.67
,,,,,,,,,,,,0.69,0.67,,,,,,,,,0.63,0.64
,,,,,,,,,,,,0.66,0.64,,,,,,,,0.6,0.61,
,,,,,,,,,,,,,0.62,0.6,,,,0.58,0.58,0.58,0.59,,
,,,,,,,,,,,,,0.6,0.58,,,,,0.57,,,,
,,,,,,,,,,,,,,0.56,,,,,0.57,,,,
,,,,,,,,,,,,,,0.54,,,,,0.57,0.59,,,
,,,,,,,,,,,,,,0.54,,,,,0.57,0.59,,,
,,,,,,,,,,,,,,0.55,0.54,,,,,0.59,,,
,,,,,,,,,,,,,,,0.56,0.56,,,0.57,0.58,,,
,,,,,,,,,,,,,,,,0.58,0.57,0.57,0.57,,,,
,,,,,,,,,,,,,,,,,0.59,0.58,,,,,
