0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
,,0.5,0.51,0.51,0.52,0.53,,,,,,,,,,,,,,,,,
,0.49,0.49,,,0.5,0.52,0.53,,,,,,,,,,,,,,,,
0.5,0.49,,,,,0.5,0.51,,,,,,,,,,,,,,,,
0.51,0.5,,,,,,0.51,0.52,,,,,,,,,,,,,,,
0.52,0.51,,,,,,,0.52,0.52,0.52,,,,,,,,,,,,,
0.53,0.53,,,,,,,,0.51,0.51,0.51,,,,,,,,,,,,
0.54,0.53,,,,,,,,,,0.5,0.5,0.51,0.53,,,,,,,,,
,0.55,,,,,,,,,,,,0.51,0.52,0.54,0.57,,,,,,,
,0.56,,,,,,,,,,,,,0.52,0.54,0.56,0.58,0.6,0.63,0.65,0.67,0.68,
,0.57,0.57,0.57,0.57,0.56,0.56,0.54,0.53,,,,,,,,,,,0.61,0.63,0.64,0.65,0.65
,,,,,,,,0.54,0.52,0.51,0.51,,,,,,,,,,,0.62,0.62
,,,,,,,,,,0.52,0.52,0.52,,,,,,,,,0.6,0.6,
,,,,,,,,,,,,0.52,,,,,,,,,0.58,0.58,
,,,,,,,,,,,,0.52,0.52,,,,,,,,0.57,,
,,,,,,,,,,0.52,0.52,0.52,0.52,,,,,,,,0.56,0.56,
,,,,,,,,,0.52,0.52,,0.52,0.52,0.52,,,,,,,,0.55,
,,,,,,,,,0.52,0.51,0.52,0.52,0.53,0.53,,,,,,,,0.55,0.54
,,,,,,,,,,,0.51,0.52,,0.53,,,,,,,,0.55,0.54
,,,,,,,,,,,,,0.53,0.54,,,,,,,,0.55,0.54
,,,,,,,,,,,,0.53,0.54,,,,,,,,,0.54,0.53
,,,,,,,,,,,,0.55,0.55,,,,,,,,0.56,0.55,
,,,,,,,,,,,,,0.56,0.57,,,,0.57,0.57,0.57,0.57,,
,,,,,,,,,,,,,0.6,0.6,,,,,0.59,,,,
,,,,,,,,,,,,,,0.64,,,,,0.61,,,,
,,,,,,,,,,,,,,0.69,,,,,0.64,0.63,,,
,,,,,,,,,,,,,,0.74,,,,,0.68,0.66,,,
,,,,,,,,,,,,,,0.8,0.79,,,,,0.69,,,
,,,,,,,,,,,,,,,0.83,0.81,,,0.74,0.72,,,
,,,,,,,,,,,,,,,,0.83,0.81,0.79,0.77,,,,
,,,,,,,,,,,,,,,,,0.82,0.8,,,,,
