0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
,,1.75,1.79,1.8,1.79,1.76,,,,,,,,,,,,,,,,,
,1.69,1.74,,,1.76,1.73,1.71,,,,,,,,,,,,,,,,
1.63,1.69,,,,,1.72,1.7,,,,,,,,,,,,,,,,
1.65,1.69,,,,,,1.7,1.7,,,,,,,,,,,,,,,
1.67,1.71,,,,,,,1.69,1.69,1.69,,,,,,,,,,,,,
1.7,1.73,,,,,,,,1.67,1.67,1.69,,,,,,,,,,,,
1.72,1.74,,,,,,,,,,1.69,1.73,1.77,1.82,,,,,,,,,
,1.75,,,,,,,,,,,,1.77,1.82,1.87,1.92,,,,,,,
,1.76,,,,,,,,,,,,,1.82,1.87,1.92,1.97,2.02,2.05,2.06,2.05,2.03,
,1.75,1.77,1.78,1.78,1.78,1.78,1.76,1.74,,,,,,,,,,,2.04,2.05,2.04,2.03,2.02
,,,,,,,,1.77,1.77,1.76,1.76,,,,,,,,,,,2.02,2.01
,,,,,,,,,,1.78,1.77,1.77,,,,,,,,,2.0,2.0,
,,,,,,,,,,,,1.75,,,,,,,,,1.97,1.97,
,,,,,,,,,,,,1.76,1.77,,,,,,,,1.94,,
,,,,,,,,,,1.79,1.78,1.77,1.78,,,,,,,,1.91,1.91,
,,,,,,,,,1.82,1.81,,1.8,1.8,1.8,,,,,,,,1.88,
,,,,,,,,,1.83,1.84,1.83,1.82,1.81,1.81,,,,,,,,1.85,1.86
,,,,,,,,,,,1.84,1.83,,1.81,,,,,,,,1.84,1.85
,,,,,,,,,,,,,1.81,1.81,,,,,,,,1.84,1.85
,,,,,,,,,,,,1.81,1.81,,,,,,,,,1.84,1.85
,,,,,,,,,,,,1.8,1.79,,,,,,,,1.82,1.84,
,,,,,,,,,,,,,1.78,1.77,,,,1.78,1.78,1.8,1.82,,
,,,,,,,,,,,,,1.77,1.76,,,,,1.79,,,,
,,,,,,,,,,,,,,1.74,,,,,1.8,,,,
,,,,,,,,,,,,,,1.73,,,,,1.81,1.83,,,
,,,,,,,,,,,,,,1.73,,,,,1.81,1.83,,,
,,,,,,,,,,,,,,1.74,1.75,,,,,1.83,,,
,,,,,,,,,,,,,,,1.77,1.78,,,1.83,1.84,,,
,,,,,,,,,,,,,,,,1.8,1.81,1.83,1.85,,,,
,,,,,,,,,,,,,,,,,1.85,1.87,,,,,
