0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
,,0.63,0.64,0.64,0.63,0.61,,,,,,,,,,,,,,,,,
,0.6,0.62,,,0.63,0.62,0.6,,,,,,,,,,,,,,,,
0.57,0.58,,,,,0.61,0.6,,,,,,,,,,,,,,,,
0.55,0.57,,,,,,0.59,0.57,,,,,,,,,,,,,,,
0.53,0.55,,,,,,,0.55,0.53,0.5,,,,,,,,,,,,,
0.51,0.53,,,,,,,,0.5,0.48,0.45,,,,,,,,,,,,
0.5,0.51,,,,,,,,,,0.43,0.41,0.41,0.43,,,,,,,,,
,0.48,,,,,,,,,,,,0.39,0.41,0.44,0.49,,,,,,,
,0.44,,,,,,,,,,,,,0.39,0.43,0.48,0.54,0.6,0.66,0.71,0.75,0.78,
,0.4,0.39,0.38,0.38,0.39,0.39,0.39,0.38,,,,,,,,,,,0.63,0.68,0.72,0.74,0.75
,,,,,,,,0.35,0.35,0.34,0.34,,,,,,,,,,,0.7,0.7
,,,,,,,,,,0.32,0.33,0.34,,,,,,,,,0.63,0.65,
,,,,,,,,,,,,0.32,,,,,,,,,0.6,0.62,
,,,,,,,,,,,,0.31,0.32,,,,,,,,0.57,,
,,,,,,,,,,0.26,0.28,0.29,0.31,,,,,,,,0.54,0.57,
,,,,,,,,,0.22,0.24,,0.28,0.29,0.3,,,,,,,,0.54,
,,,,,,,,,0.21,0.24,0.25,0.26,0.27,0.28,,,,,,,,0.5,0.52
,,,,,,,,,,,0.23,0.24,,0.26,,,,,,,,0.45,0.48
,,,,,,,,,,,,,0.23,0.24,,,,,,,,0.41,0.43
,,,,,,,,,,,,0.2,0.21,,,,,,,,,0.37,0.39
,,,,,,,,,,,,0.18,0.19,,,,,,,,0.3,0.33,
,,,,,,,,,,,,,0.17,0.18,,,,0.2,0.22,0.25,0.28,,
,,,,,,,,,,,,,0.17,0.17,,,,,0.2,,,,
,,,,,,,,,,,,,,0.18,,,,,0.2,,,,
,,,,,,,,,,,,,,0.19,,,,,0.2,0.25,,,
,,,,,,,,,,,,,,0.21,,,,,0.23,0.27,,,
,,,,,,,,,,,,,,0.22,0.23,,,,,0.3,,,
,,,,,,,,,,,,,,,0.25,0.26,,,0.29,0.32,,,
,,,,,,,,,,,,,,,,0.27,0.28,0.3,0.32,,,,
,,,,,,,,,,,,,,,,,0.3,0.31,,,,,
