0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
,,0.62,0.66,0.7,0.73,0.78,,,,,,,,,,,,,,,,,
,0.63,0.67,,,0.76,0.8,0.83,,,,,,,,,,,,,,,,
0.64,0.68,,,,,0.82,0.84,,,,,,,,,,,,,,,,
0.68,0.71,,,,,,0.86,0.88,,,,,,,,,,,,,,,
0.71,0.74,,,,,,,0.91,0.91,0.9,,,,,,,,,,,,,
0.74,0.77,,,,,,,,0.93,0.91,0.88,,,,,,,,,,,,
0.76,0.79,,,,,,,,,,0.88,0.83,0.8,0.79,,,,,,,,,
,0.8,,,,,,,,,,,,0.79,0.78,0.78,0.8,,,,,,,
,0.81,,,,,,,,,,,,,0.77,0.78,0.79,0.81,0.85,0.9,0.94,0.99,1.01,
,0.8,0.83,0.86,0.88,0.91,0.92,0.92,0.91,,,,,,,,,,,0.85,0.88,0.92,0.93,0.93
,,,,,,,,0.88,0.86,0.85,0.82,,,,,,,,,,,0.85,0.85
,,,,,,,,,,0.82,0.8,0.77,,,,,,,,,0.77,0.78,
,,,,,,,,,,,,0.74,,,,,,,,,0.71,0.71,
,,,,,,,,,,,,0.7,0.67,,,,,,,,0.64,,
,,,,,,,,,,0.71,0.69,0.66,0.64,,,,,,,,0.58,0.59,
,,,,,,,,,0.68,0.67,,0.63,0.6,0.58,,,,,,,,0.54,
,,,,,,,,,0.64,0.63,0.61,0.59,0.57,0.55,,,,,,,,0.5,0.51
,,,,,,,,,,,0.57,0.56,,0.52,,,,,,,,0.47,0.48
,,,,,,,,,,,,,0.51,0.5,,,,,,,,0.46,0.46
,,,,,,,,,,,,0.48,0.48,,,,,,,,,0.46,0.46
,,,,,,,,,,,,0.46,0.45,,,,,,,,0.47,0.47,
,,,,,,,,,,,,,0.44,0.44,,,,0.48,0.49,0.49,0.5,,
,,,,,,,,,,,,,0.43,0.43,,,,,0.51,,,,
,,,,,,,,,,,,,,0.44,,,,,0.54,,,,
,,,,,,,,,,,,,,0.44,,,,,0.57,0.58,,,
,,,,,,,,,,,,,,0.44,,,,,0.59,0.6,,,
,,,,,,,,,,,,,,0.46,0.5,,,,,0.63,,,
,,,,,,,,,,,,,,,0.52,0.56,,,0.64,0.65,,,
,,,,,,,,,,,,,,,,0.58,0.6,0.63,0.66,,,,
,,,,,,,,,,,,,,,,,0.62,0.65,,,,,
