0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
,,0.37,0.42,0.47,0.52,0.54,,,,,,,,,,,,,,,,,
,0.42,0.44,,,0.55,0.58,0.59,,,,,,,,,,,,,,,,
0.47,0.49,,,,,0.6,0.61,,,,,,,,,,,,,,,,
0.53,0.54,,,,,,0.61,0.61,,,,,,,,,,,,,,,
0.57,0.57,,,,,,,0.59,0.58,0.54,,,,,,,,,,,,,
0.57,0.58,,,,,,,,0.54,0.51,0.47,,,,,,,,,,,,
0.56,0.57,,,,,,,,,,0.46,0.41,0.37,0.35,,,,,,,,,
,0.54,,,,,,,,,,,,0.39,0.36,0.34,0.33,,,,,,,
,0.5,,,,,,,,,,,,,0.38,0.36,0.35,0.35,0.35,0.35,0.36,0.37,0.38,
,0.45,0.47,0.48,0.49,0.5,0.5,0.49,0.49,,,,,,,,,,,0.36,0.36,0.37,0.39,0.4
,,,,,,,,0.46,0.46,0.46,0.45,,,,,,,,,,,0.38,0.39
,,,,,,,,,,0.44,0.44,0.43,,,,,,,,,0.36,0.37,
,,,,,,,,,,,,0.41,,,,,,,,,0.34,0.35,
,,,,,,,,,,,,0.39,0.37,,,,,,,,0.32,,
,,,,,,,,,,0.34,0.36,0.35,0.34,,,,,,,,0.3,0.32,
,,,,,,,,,0.29,0.3,,0.31,0.3,0.29,,,,,,,,0.31,
,,,,,,,,,0.26,0.27,0.28,0.27,0.27,0.26,,,,,,,,0.3,0.32
,,,,,,,,,,,0.25,0.25,,0.23,,,,,,,,0.28,0.3
,,,,,,,,,,,,,0.22,0.21,,,,,,,,0.26,0.27
,,,,,,,,,,,,0.22,0.21,,,,,,,,,0.25,0.26
,,,,,,,,,,,,0.21,0.2,,,,,,,,0.22,0.24,
,,,,,,,,,,,,,0.19,0.19,,,,0.16,0.16,0.19,0.21,,
,,,,,,,,,,,,,0.2,0.19,,,,,0.17,,,,
,,,,,,,,,,,,,,0.2,,,,,0.17,,,,
,,,,,,,,,,,,,,0.21,,,,,0.18,0.18,,,
,,,,,,,,,,,,,,0.23,,,,,0.17,0.18,,,
,,,,,,,,,,,,,,0.25,0.24,,,,,0.18,,,
,,,,,,,,,,,,,,,0.26,0.24,,,0.19,0.19,,,
,,,,,,,,,,,,,,,,0.26,0.23,0.21,0.2,,,,
,,,,,,,,,,,,,,,,,0.25,0.23,,,,,
