0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
,,2.35,2.37,2.4,2.44,2.46,,,,,,,,,,,,,,,,,
,2.33,2.35,,,2.45,2.48,2.49,,,,,,,,,,,,,,,,
2.31,2.34,,,,,2.5,2.52,,,,,,,,,,,,,,,,
2.32,2.36,,,,,,2.54,2.56,,,,,,,,,,,,,,,
2.35,2.39,,,,,,,2.57,2.57,2.56,,,,,,,,,,,,,
2.38,2.42,,,,,,,,2.56,2.55,2.53,,,,,,,,,,,,
2.41,2.46,,,,,,,,,,2.52,2.5,2.49,2.48,,,,,,,,,
,2.48,,,,,,,,,,,,2.47,2.47,2.48,2.49,,,,,,,
,2.49,,,,,,,,,,,,,2.46,2.47,2.48,2.5,2.53,2.56,2.56,2.56,2.55,
,2.48,2.52,2.56,2.6,2.63,2.63,2.61,2.57,,,,,,,,,,,2.52,2.53,2.54,2.54,2.54
,,,,,,,,2.53,2.51,2.47,2.43,,,,,,,,,,,2.52,2.52
,,,,,,,,,,2.43,2.4,2.39,,,,,,,,,2.48,2.49,
,,,,,,,,,,,,2.35,,,,,,,,,2.45,2.46,
,,,,,,,,,,,,2.31,2.31,,,,,,,,2.42,,
,,,,,,,,,,2.25,2.26,2.27,2.28,,,,,,,,2.38,2.39,
,,,,,,,,,2.2,2.21,,2.24,2.25,2.25,,,,,,,,2.35,
,,,,,,,,,2.17,2.17,2.19,2.2,2.22,2.22,,,,,,,,2.27,2.27
,,,,,,,,,,,2.15,2.17,,2.19,,,,,,,,2.19,2.18
,,,,,,,,,,,,,2.15,2.16,,,,,,,,2.11,2.11
,,,,,,,,,,,,2.12,2.12,,,,,,,,,2.06,2.06
,,,,,,,,,,,,2.09,2.1,,,,,,,,2.01,2.01,
,,,,,,,,,,,,,2.07,2.07,,,,2.02,1.99,1.98,1.98,,
,,,,,,,,,,,,,2.05,2.04,,,,,1.98,,,,
,,,,,,,,,,,,,,2.02,,,,,1.99,,,,
,,,,,,,,,,,,,,1.98,,,,,2.01,2.03,,,
,,,,,,,,,,,,,,1.95,,,,,2.02,2.05,,,
,,,,,,,,,,,,,,1.93,1.94,,,,,2.07,,,
,,,,,,,,,,,,,,,1.94,1.95,,,2.05,2.08,,,
,,,,,,,,,,,,,,,,1.98,2.02,2.05,2.09,,,,
,,,,,,,,,,,,,,,,,2.08,2.11,,,,,
