0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
,,0.21,0.23,0.25,0.27,0.29,,,,,,,,,,,,,,,,,
,0.26,0.27,,,0.31,0.33,0.34,,,,,,,,,,,,,,,,
0.3,0.3,,,,,0.35,0.36,,,,,,,,,,,,,,,,
0.34,0.34,,,,,,0.37,0.37,,,,,,,,,,,,,,,
0.36,0.37,,,,,,,0.37,0.36,0.34,,,,,,,,,,,,,
0.37,0.38,,,,,,,,0.34,0.33,0.3,,,,,,,,,,,,
0.36,0.37,,,,,,,,,,0.29,0.26,0.23,0.21,,,,,,,,,
,0.35,,,,,,,,,,,,0.23,0.22,0.2,0.19,,,,,,,
,0.33,,,,,,,,,,,,,0.21,0.2,0.19,0.18,0.18,0.18,0.19,0.19,0.21,
,0.3,0.31,0.32,0.32,0.33,0.33,0.32,0.31,,,,,,,,,,,0.18,0.18,0.19,0.2,0.22
,,,,,,,,0.3,0.29,0.28,0.26,,,,,,,,,,,0.18,0.2
,,,,,,,,,,0.27,0.25,0.23,,,,,,,,,0.16,0.16,
,,,,,,,,,,,,0.22,,,,,,,,,0.14,0.14,
,,,,,,,,,,,,0.2,0.18,,,,,,,,0.12,,
,,,,,,,,,,0.22,0.21,0.19,0.17,,,,,,,,0.1,0.11,
,,,,,,,,,0.2,0.2,,0.17,0.15,0.13,,,,,,,,0.11,
,,,,,,,,,0.19,0.18,0.17,0.15,0.13,0.11,,,,,,,,0.1,0.12
,,,,,,,,,,,0.15,0.14,,0.1,,,,,,,,0.09,0.1
,,,,,,,,,,,,,0.11,0.1,,,,,,,,0.08,0.08
,,,,,,,,,,,,0.12,0.11,,,,,,,,,0.07,0.08
,,,,,,,,,,,,0.12,0.1,,,,,,,,0.07,0.08,
,,,,,,,,,,,,,0.1,0.09,,,,0.06,0.06,0.07,0.07,,
,,,,,,,,,,,,,0.09,0.08,,,,,0.07,,,,
,,,,,,,,,,,,,,0.08,,,,,0.07,,,,
,,,,,,,,,,,,,,0.08,,,,,0.07,0.07,,,
,,,,,,,,,,,,,,0.09,,,,,0.06,0.07,,,
,,,,,,,,,,,,,,0.09,0.09,,,,,0.07,,,
,,,,,,,,,,,,,,,0.11,0.1,,,0.07,0.07,,,
,,,,,,,,,,,,,,,,0.11,0.1,0.09,0.09,,,,
,,,,,,,,,,,,,,,,,0.11,0.11,,,,,
