0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
,,0.64,0.66,0.68,0.71,0.74,,,,,,,,,,,,,,,,,
,0.64,0.66,,,0.72,0.76,0.79,,,,,,,,,,,,,,,,
0.66,0.67,,,,,0.76,0.79,,,,,,,,,,,,,,,,
0.69,0.7,,,,,,0.78,0.8,,,,,,,,,,,,,,,
0.7,0.7,,,,,,,0.78,0.8,0.82,,,,,,,,,,,,,
0.68,0.67,,,,,,,,0.78,0.8,0.82,,,,,,,,,,,,
0.64,0.64,,,,,,,,,,0.81,0.83,0.85,0.86,,,,,,,,,
,0.62,,,,,,,,,,,,0.84,0.85,0.86,0.86,,,,,,,
,0.62,,,,,,,,,,,,,0.84,0.85,0.86,0.87,0.88,0.89,0.9,0.92,0.92,
,0.64,0.64,0.66,0.7,0.73,0.76,0.79,0.8,,,,,,,,,,,0.89,0.9,0.91,0.92,0.91
,,,,,,,,0.82,0.81,0.81,0.81,,,,,,,,,,,0.91,0.91
,,,,,,,,,,0.82,0.82,0.82,,,,,,,,,0.89,0.89,
,,,,,,,,,,,,0.81,,,,,,,,,0.88,0.88,
,,,,,,,,,,,,0.8,0.8,,,,,,,,0.86,,
,,,,,,,,,,0.77,0.78,0.78,0.79,,,,,,,,0.84,0.85,
,,,,,,,,,0.73,0.75,,0.77,0.78,0.78,,,,,,,,0.83,
,,,,,,,,,0.7,0.72,0.74,0.75,0.76,0.77,,,,,,,,0.8,0.81
,,,,,,,,,,,0.72,0.73,,0.75,,,,,,,,0.78,0.79
,,,,,,,,,,,,,0.72,0.73,,,,,,,,0.76,0.77
,,,,,,,,,,,,0.69,0.7,,,,,,,,,0.74,0.75
,,,,,,,,,,,,0.67,0.68,,,,,,,,0.71,0.71,
,,,,,,,,,,,,,0.67,0.69,,,,0.7,0.69,0.69,0.68,,
,,,,,,,,,,,,,0.66,0.67,,,,,0.68,,,,
,,,,,,,,,,,,,,0.66,,,,,0.67,,,,
,,,,,,,,,,,,,,0.64,,,,,0.66,0.66,,,
,,,,,,,,,,,,,,0.62,,,,,0.63,0.64,,,
,,,,,,,,,,,,,,0.58,0.59,,,,,0.62,,,
,,,,,,,,,,,,,,,0.54,0.55,,,0.57,0.59,,,
,,,,,,,,,,,,,,,,0.52,0.53,0.53,0.54,,,,
,,,,,,,,,,,,,,,,,0.51,0.51,,,,,
