0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
,,0.18,0.18,0.18,0.18,0.19,,,,,,,,,,,,,,,,,
,0.18,0.18,,,0.18,0.19,0.2,,,,,,,,,,,,,,,,
0.19,0.19,,,,,0.19,0.2,,,,,,,,,,,,,,,,
0.2,0.19,,,,,,0.2,0.21,,,,,,,,,,,,,,,
0.2,0.2,,,,,,,0.22,0.22,0.23,,,,,,,,,,,,,
0.21,0.2,,,,,,,,0.22,0.22,0.22,,,,,,,,,,,,
0.21,0.21,,,,,,,,,,0.22,0.22,0.23,0.24,,,,,,,,,
,0.21,,,,,,,,,,,,0.23,0.23,0.24,0.26,,,,,,,
,0.21,,,,,,,,,,,,,0.23,0.24,0.25,0.26,0.28,0.3,0.32,0.35,0.38,
,0.2,0.2,0.21,0.21,0.22,0.22,0.23,0.23,,,,,,,,,,,0.29,0.32,0.35,0.37,0.4
,,,,,,,,0.23,0.23,0.23,0.23,,,,,,,,,,,0.37,0.39
,,,,,,,,,,0.23,0.23,0.23,,,,,,,,,0.34,0.37,
,,,,,,,,,,,,0.24,,,,,,,,,0.34,0.37,
,,,,,,,,,,,,0.24,0.24,,,,,,,,0.35,,
,,,,,,,,,,0.24,0.24,0.25,0.25,,,,,,,,0.35,0.37,
,,,,,,,,,0.24,0.25,,0.25,0.25,0.25,,,,,,,,0.37,
,,,,,,,,,0.25,0.25,0.25,0.25,0.26,0.25,,,,,,,,0.37,0.38
,,,,,,,,,,,0.26,0.26,,0.26,,,,,,,,0.36,0.37
,,,,,,,,,,,,,0.27,0.26,,,,,,,,0.35,0.36
,,,,,,,,,,,,0.27,0.27,,,,,,,,,0.34,0.34
,,,,,,,,,,,,0.29,0.28,,,,,,,,0.33,0.33,
,,,,,,,,,,,,,0.3,0.3,,,,0.32,0.32,0.33,0.33,,
,,,,,,,,,,,,,0.34,0.34,,,,,0.33,,,,
,,,,,,,,,,,,,,0.39,,,,,0.35,,,,
,,,,,,,,,,,,,,0.44,,,,,0.38,0.37,,,
,,,,,,,,,,,,,,0.49,,,,,0.41,0.4,,,
,,,,,,,,,,,,,,0.53,0.52,,,,,0.44,,,
,,,,,,,,,,,,,,,0.56,0.55,,,0.49,0.47,,,
,,,,,,,,,,,,,,,,0.57,0.56,0.55,0.53,,,,
,,,,,,,,,,,,,,,,,0.58,0.57,,,,,
