0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
,,3.04,3.09,3.14,3.2,3.26,,,,,,,,,,,,,,,,,
,3.05,3.09,,,3.23,3.29,3.34,,,,,,,,,,,,,,,,
3.08,3.12,,,,,3.32,3.38,,,,,,,,,,,,,,,,
3.16,3.18,,,,,,3.4,3.44,,,,,,,,,,,,,,,
3.21,3.24,,,,,,,3.46,3.48,3.5,,,,,,,,,,,,,
3.24,3.27,,,,,,,,3.47,3.49,3.51,,,,,,,,,,,,
3.24,3.27,,,,,,,,,,3.51,3.53,3.55,3.57,,,,,,,,,
,3.28,,,,,,,,,,,,3.53,3.56,3.58,3.6,,,,,,,
,3.28,,,,,,,,,,,,,3.55,3.57,3.6,3.63,3.66,3.69,3.71,3.72,3.71,
,3.29,3.34,3.38,3.44,3.49,3.53,3.54,3.52,,,,,,,,,,,3.68,3.69,3.71,3.7,3.69
,,,,,,,,3.51,3.5,3.5,3.49,,,,,,,,,,,3.68,3.67
,,,,,,,,,,3.48,3.49,3.49,,,,,,,,,3.65,3.65,
,,,,,,,,,,,,3.46,,,,,,,,,3.61,3.61,
,,,,,,,,,,,,3.41,3.43,,,,,,,,3.56,,
,,,,,,,,,,3.32,3.36,3.38,3.4,,,,,,,,3.51,3.51,
,,,,,,,,,3.24,3.28,,3.34,3.36,3.37,,,,,,,,3.45,
,,,,,,,,,3.19,3.23,3.28,3.3,3.32,3.33,,,,,,,,3.36,3.36
,,,,,,,,,,,3.22,3.26,,3.29,,,,,,,,3.28,3.28
,,,,,,,,,,,,,3.23,3.24,,,,,,,,3.21,3.2
,,,,,,,,,,,,3.15,3.17,,,,,,,,,3.13,3.14
,,,,,,,,,,,,3.09,3.12,,,,,,,,3.07,3.06,
,,,,,,,,,,,,,3.07,3.09,,,,3.08,3.05,3.03,3.01,,
,,,,,,,,,,,,,3.03,3.04,,,,,3.02,,,,
,,,,,,,,,,,,,,3.0,,,,,3.01,,,,
,,,,,,,,,,,,,,2.95,,,,,3.0,3.0,,,
,,,,,,,,,,,,,,2.9,,,,,2.96,2.98,,,
,,,,,,,,,,,,,,2.86,2.87,,,,,2.95,,,
,,,,,,,,,,,,,,,2.81,2.82,,,2.88,2.91,,,
,,,,,,,,,,,,,,,,2.79,2.82,2.84,2.86,,,,
,,,,,,,,,,,,,,,,,2.82,2.83,,,,,
