0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
,,2.69,2.73,2.76,2.8,2.85,,,,,,,,,,,,,,,,,
,2.69,2.73,,,2.83,2.88,2.91,,,,,,,,,,,,,,,,
2.72,2.74,,,,,2.89,2.93,,,,,,,,,,,,,,,,
2.75,2.77,,,,,,2.94,2.97,,,,,,,,,,,,,,,
2.76,2.77,,,,,,,2.97,3.0,3.02,,,,,,,,,,,,,
2.74,2.75,,,,,,,,2.99,3.02,3.04,,,,,,,,,,,,
2.69,2.7,,,,,,,,,,3.04,3.06,3.07,3.08,,,,,,,,,
,2.67,,,,,,,,,,,,3.06,3.06,3.06,3.06,,,,,,,
,2.66,,,,,,,,,,,,,3.05,3.06,3.06,3.06,3.07,3.08,3.08,3.08,3.07,
,2.66,2.7,2.74,2.8,2.87,2.93,2.97,3.0,,,,,,,,,,,3.07,3.07,3.08,3.07,3.06
,,,,,,,,3.0,3.01,3.02,3.02,,,,,,,,,,,3.06,3.05
,,,,,,,,,,3.01,3.02,3.01,,,,,,,,,3.03,3.03,
,,,,,,,,,,,,2.99,,,,,,,,,3.01,3.0,
,,,,,,,,,,,,2.96,2.97,,,,,,,,2.97,,
,,,,,,,,,,2.9,2.93,2.93,2.94,,,,,,,,2.93,2.93,
,,,,,,,,,2.82,2.86,,2.9,2.91,2.9,,,,,,,,2.88,
,,,,,,,,,2.77,2.82,2.85,2.87,2.88,2.87,,,,,,,,2.82,2.82
,,,,,,,,,,,2.8,2.83,,2.84,,,,,,,,2.76,2.76
,,,,,,,,,,,,,2.8,2.8,,,,,,,,2.71,2.71
,,,,,,,,,,,,2.74,2.75,,,,,,,,,2.65,2.65
,,,,,,,,,,,,2.69,2.71,,,,,,,,2.6,2.59,
,,,,,,,,,,,,,2.67,2.69,,,,2.64,2.6,2.58,2.55,,
,,,,,,,,,,,,,2.65,2.65,,,,,2.57,,,,
,,,,,,,,,,,,,,2.62,,,,,2.55,,,,
,,,,,,,,,,,,,,2.59,,,,,2.53,2.51,,,
,,,,,,,,,,,,,,2.54,,,,,2.49,2.49,,,
,,,,,,,,,,,,,,2.49,2.49,,,,,2.47,,,
,,,,,,,,,,,,,,,2.43,2.43,,,2.43,2.43,,,
,,,,,,,,,,,,,,,,2.38,2.38,2.39,2.39,,,,
,,,,,,,,,,,,,,,,,2.36,2.36,,,,,
