0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
,,0.16,0.18,0.19,0.21,0.24,,,,,,,,,,,,,,,,,
,0.17,0.18,,,0.23,0.25,0.27,,,,,,,,,,,,,,,,
0.19,0.2,,,,,0.27,0.29,,,,,,,,,,,,,,,,
0.22,0.22,,,,,,0.3,0.33,,,,,,,,,,,,,,,
0.24,0.24,,,,,,,0.35,0.37,0.37,,,,,,,,,,,,,
0.27,0.27,,,,,,,,0.4,0.39,0.37,,,,,,,,,,,,
0.3,0.3,,,,,,,,,,0.38,0.34,0.32,0.32,,,,,,,,,
,0.33,,,,,,,,,,,,0.31,0.31,0.32,0.33,,,,,,,
,0.35,,,,,,,,,,,,,0.31,0.32,0.33,0.35,0.38,0.42,0.45,0.49,0.51,
,0.36,0.38,0.39,0.4,0.42,0.43,0.43,0.42,,,,,,,,,,,0.4,0.43,0.47,0.49,0.49
,,,,,,,,0.41,0.39,0.37,0.34,,,,,,,,,,,0.46,0.47
,,,,,,,,,,0.35,0.33,0.31,,,,,,,,,0.4,0.42,
,,,,,,,,,,,,0.29,,,,,,,,,0.37,0.39,
,,,,,,,,,,,,0.28,0.26,,,,,,,,0.34,,
,,,,,,,,,,0.3,0.29,0.27,0.25,,,,,,,,0.31,0.34,
,,,,,,,,,0.3,0.29,,0.25,0.24,0.22,,,,,,,,0.32,
,,,,,,,,,0.28,0.27,0.26,0.24,0.22,0.21,,,,,,,,0.3,0.33
,,,,,,,,,,,0.23,0.22,,0.2,,,,,,,,0.28,0.31
,,,,,,,,,,,,,0.19,0.19,,,,,,,,0.27,0.29
,,,,,,,,,,,,0.18,0.18,,,,,,,,,0.27,0.28
,,,,,,,,,,,,0.17,0.17,,,,,,,,0.26,0.27,
,,,,,,,,,,,,,0.16,0.17,,,,0.23,0.25,0.27,0.28,,
,,,,,,,,,,,,,0.16,0.17,,,,,0.26,,,,
,,,,,,,,,,,,,,0.18,,,,,0.27,,,,
,,,,,,,,,,,,,,0.17,,,,,0.27,0.29,,,
,,,,,,,,,,,,,,0.17,,,,,0.27,0.28,,,
,,,,,,,,,,,,,,0.16,0.19,,,,,0.28,,,
,,,,,,,,,,,,,,,0.2,0.22,,,0.27,0.28,,,
,,,,,,,,,,,,,,,,0.22,0.24,0.26,0.27,,,,
,,,,,,,,,,,,,,,,,0.24,0.26,,,,,
