0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
,,0.9,0.93,0.97,1.01,1.06,,,,,,,,,,,,,,,,,
,0.91,0.95,,,1.05,1.09,1.13,,,,,,,,,,,,,,,,
0.95,0.97,,,,,1.11,1.15,,,,,,,,,,,,,,,,
0.99,1.0,,,,,,1.16,1.2,,,,,,,,,,,,,,,
1.02,1.02,,,,,,,1.2,1.23,1.24,,,,,,,,,,,,,
1.01,1.02,,,,,,,,1.23,1.25,1.26,,,,,,,,,,,,
0.99,0.99,,,,,,,,,,1.28,1.3,1.32,1.33,,,,,,,,,
,0.99,,,,,,,,,,,,1.32,1.33,1.34,1.34,,,,,,,
,1.0,,,,,,,,,,,,,1.33,1.35,1.35,1.36,1.37,1.38,1.39,1.4,1.41,
,1.02,1.04,1.08,1.13,1.19,1.24,1.28,1.3,,,,,,,,,,,1.39,1.4,1.41,1.41,1.41
,,,,,,,,1.32,1.33,1.34,1.33,,,,,,,,,,,1.42,1.41
,,,,,,,,,,1.35,1.36,1.35,,,,,,,,,1.4,1.41,
,,,,,,,,,,,,1.35,,,,,,,,,1.4,1.4,
,,,,,,,,,,,,1.35,1.35,,,,,,,,1.39,,
,,,,,,,,,,1.32,1.34,1.34,1.35,,,,,,,,1.37,1.38,
,,,,,,,,,1.28,1.31,,1.33,1.34,1.33,,,,,,,,1.35,
,,,,,,,,,1.25,1.28,1.31,1.32,1.32,1.32,,,,,,,,1.32,1.33
,,,,,,,,,,,1.28,1.3,,1.31,,,,,,,,1.29,1.3
,,,,,,,,,,,,,1.29,1.3,,,,,,,,1.27,1.28
,,,,,,,,,,,,1.25,1.27,,,,,,,,,1.24,1.24
,,,,,,,,,,,,1.23,1.25,,,,,,,,1.21,1.2,
,,,,,,,,,,,,,1.23,1.25,,,,1.23,1.21,1.2,1.18,,
,,,,,,,,,,,,,1.22,1.23,,,,,1.2,,,,
,,,,,,,,,,,,,,1.22,,,,,1.19,,,,
,,,,,,,,,,,,,,1.2,,,,,1.18,1.16,,,
,,,,,,,,,,,,,,1.18,,,,,1.15,1.15,,,
,,,,,,,,,,,,,,1.14,1.14,,,,,1.13,,,
,,,,,,,,,,,,,,,1.08,1.08,,,1.09,1.1,,,
,,,,,,,,,,,,,,,,1.05,1.05,1.06,1.06,,,,
,,,,,,,,,,,,,,,,,1.03,1.03,,,,,
