0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
,,2.9,2.93,2.97,3.01,3.05,,,,,,,,,,,,,,,,,
,2.9,2.93,,,3.03,3.07,3.11,,,,,,,,,,,,,,,,
2.91,2.94,,,,,3.08,3.12,,,,,,,,,,,,,,,,
2.95,2.96,,,,,,3.13,3.16,,,,,,,,,,,,,,,
2.96,2.97,,,,,,,3.16,3.2,3.23,,,,,,,,,,,,,
2.93,2.94,,,,,,,,3.18,3.22,3.25,,,,,,,,,,,,
2.89,2.9,,,,,,,,,,3.25,3.27,3.29,3.3,,,,,,,,,
,2.87,,,,,,,,,,,,3.27,3.28,3.28,3.28,,,,,,,
,2.87,,,,,,,,,,,,,3.27,3.28,3.28,3.29,3.29,3.3,3.3,3.31,3.3,
,2.87,2.9,2.95,3.01,3.07,3.13,3.18,3.2,,,,,,,,,,,3.29,3.3,3.3,3.29,3.28
,,,,,,,,3.21,3.22,3.23,3.23,,,,,,,,,,,3.28,3.26
,,,,,,,,,,3.22,3.23,3.22,,,,,,,,,3.25,3.24,
,,,,,,,,,,,,3.2,,,,,,,,,3.22,3.22,
,,,,,,,,,,,,3.17,3.17,,,,,,,,3.18,,
,,,,,,,,,,3.1,3.13,3.14,3.14,,,,,,,,3.13,3.13,
,,,,,,,,,3.02,3.07,,3.1,3.11,3.1,,,,,,,,3.08,
,,,,,,,,,2.97,3.02,3.05,3.07,3.08,3.07,,,,,,,,3.01,3.01
,,,,,,,,,,,3.0,3.03,,3.03,,,,,,,,2.95,2.95
,,,,,,,,,,,,,2.99,2.99,,,,,,,,2.89,2.89
,,,,,,,,,,,,2.93,2.94,,,,,,,,,2.83,2.83
,,,,,,,,,,,,2.88,2.9,,,,,,,,2.78,2.77,
,,,,,,,,,,,,,2.86,2.87,,,,2.81,2.77,2.75,2.72,,
,,,,,,,,,,,,,2.83,2.83,,,,,2.74,,,,
,,,,,,,,,,,,,,2.8,,,,,2.72,,,,
,,,,,,,,,,,,,,2.76,,,,,2.7,2.68,,,
,,,,,,,,,,,,,,2.71,,,,,2.67,2.67,,,
,,,,,,,,,,,,,,2.67,2.66,,,,,2.65,,,
,,,,,,,,,,,,,,,2.6,2.6,,,2.61,2.62,,,
,,,,,,,,,,,,,,,,2.56,2.56,2.57,2.58,,,,
,,,,,,,,,,,,,,,,,2.55,2.54,,,,,
