0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
,,0.22,0.22,0.23,0.25,0.27,,,,,,,,,,,,,,,,,
,0.21,0.22,,,0.26,0.28,0.29,,,,,,,,,,,,,,,,
0.19,0.2,,,,,0.28,0.29,,,,,,,,,,,,,,,,
0.18,0.19,,,,,,0.3,0.32,,,,,,,,,,,,,,,
0.17,0.19,,,,,,,0.32,0.32,0.32,,,,,,,,,,,,,
0.18,0.2,,,,,,,,0.32,0.31,0.3,,,,,,,,,,,,
0.19,0.21,,,,,,,,,,0.29,0.28,0.27,0.26,,,,,,,,,
,0.22,,,,,,,,,,,,0.27,0.26,0.26,0.26,,,,,,,
,0.23,,,,,,,,,,,,,0.26,0.26,0.26,0.26,0.26,0.27,0.26,0.26,0.26,
,0.23,0.25,0.29,0.32,0.35,0.36,0.37,0.36,,,,,,,,,,,0.26,0.25,0.26,0.26,0.27
,,,,,,,,0.36,0.34,0.31,0.28,,,,,,,,,,,0.26,0.27
,,,,,,,,,,0.3,0.27,0.26,,,,,,,,,0.25,0.25,
,,,,,,,,,,,,0.25,,,,,,,,,0.25,0.25,
,,,,,,,,,,,,0.24,0.24,,,,,,,,0.24,,
,,,,,,,,,,0.25,0.24,0.23,0.23,,,,,,,,0.24,0.25,
,,,,,,,,,0.24,0.23,,0.23,0.22,0.22,,,,,,,,0.24,
,,,,,,,,,0.23,0.22,0.22,0.22,0.22,0.22,,,,,,,,0.22,0.23
,,,,,,,,,,,0.21,0.22,,0.22,,,,,,,,0.2,0.2
,,,,,,,,,,,,,0.22,0.22,,,,,,,,0.18,0.18
,,,,,,,,,,,,0.23,0.23,,,,,,,,,0.17,0.17
,,,,,,,,,,,,0.24,0.24,,,,,,,,0.16,0.16,
,,,,,,,,,,,,,0.25,0.24,,,,0.19,0.17,0.17,0.17,,
,,,,,,,,,,,,,0.26,0.25,,,,,0.18,,,,
,,,,,,,,,,,,,,0.26,,,,,0.2,,,,
,,,,,,,,,,,,,,0.26,,,,,0.23,0.23,,,
,,,,,,,,,,,,,,0.26,,,,,0.25,0.26,,,
,,,,,,,,,,,,,,0.25,0.25,,,,,0.29,,,
,,,,,,,,,,,,,,,0.26,0.27,,,0.3,0.3,,,
,,,,,,,,,,,,,,,,0.3,0.31,0.32,0.33,,,,
,,,,,,,,,,,,,,,,,0.34,0.35,,,,,
