0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
,,0.64,0.65,0.65,0.65,0.63,,,,,,,,,,,,,,,,,
,0.6,0.62,,,0.64,0.63,0.63,,,,,,,,,,,,,,,,
0.57,0.58,,,,,0.62,0.62,,,,,,,,,,,,,,,,
0.55,0.57,,,,,,0.59,0.59,,,,,,,,,,,,,,,
0.53,0.55,,,,,,,0.57,0.56,0.54,,,,,,,,,,,,,
0.51,0.53,,,,,,,,0.53,0.51,0.49,,,,,,,,,,,,
0.5,0.51,,,,,,,,,,0.46,0.44,0.44,0.45,,,,,,,,,
,0.48,,,,,,,,,,,,0.41,0.43,0.47,0.52,,,,,,,
,0.44,,,,,,,,,,,,,0.41,0.45,0.51,0.57,0.64,0.72,0.79,0.85,0.9,
,0.4,0.4,0.39,0.39,0.4,0.41,0.41,0.41,,,,,,,,,,,0.69,0.75,0.81,0.85,0.88
,,,,,,,,0.37,0.36,0.35,0.35,,,,,,,,,,,0.8,0.82
,,,,,,,,,,0.33,0.33,0.34,,,,,,,,,0.72,0.75,
,,,,,,,,,,,,0.33,,,,,,,,,0.68,0.71,
,,,,,,,,,,,,0.31,0.33,,,,,,,,0.64,,
,,,,,,,,,,0.26,0.28,0.29,0.31,,,,,,,,0.61,0.65,
,,,,,,,,,0.22,0.24,,0.28,0.29,0.3,,,,,,,,0.62,
,,,,,,,,,0.21,0.24,0.25,0.26,0.27,0.28,,,,,,,,0.57,0.61
,,,,,,,,,,,0.23,0.24,,0.27,,,,,,,,0.52,0.56
,,,,,,,,,,,,,0.24,0.26,,,,,,,,0.47,0.51
,,,,,,,,,,,,0.22,0.23,,,,,,,,,0.43,0.47
,,,,,,,,,,,,0.21,0.22,,,,,,,,0.37,0.4,
,,,,,,,,,,,,,0.22,0.23,,,,0.26,0.28,0.31,0.35,,
,,,,,,,,,,,,,0.22,0.23,,,,,0.27,,,,
,,,,,,,,,,,,,,0.24,,,,,0.27,,,,
,,,,,,,,,,,,,,0.27,,,,,0.28,0.32,,,
,,,,,,,,,,,,,,0.29,,,,,0.31,0.35,,,
,,,,,,,,,,,,,,0.3,0.31,,,,,0.38,,,
,,,,,,,,,,,,,,,0.33,0.34,,,0.37,0.4,,,
,,,,,,,,,,,,,,,,0.36,0.37,0.38,0.39,,,,
,,,,,,,,,,,,,,,,,0.38,0.39,,,,,
