0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
,,0.41,0.42,0.43,0.43,0.43,,,,,,,,,,,,,,,,,
,0.39,0.41,,,0.42,0.42,0.42,,,,,,,,,,,,,,,,
0.36,0.39,,,,,0.42,0.42,,,,,,,,,,,,,,,,
0.37,0.4,,,,,,0.43,0.43,,,,,,,,,,,,,,,
0.39,0.42,,,,,,,0.46,0.45,0.45,,,,,,,,,,,,,
0.43,0.45,,,,,,,,0.48,0.47,0.46,,,,,,,,,,,,
0.46,0.49,,,,,,,,,,0.48,0.45,0.41,0.37,,,,,,,,,
,0.52,,,,,,,,,,,,0.41,0.38,0.35,0.33,,,,,,,
,0.52,,,,,,,,,,,,,0.37,0.35,0.33,0.32,0.31,0.31,0.3,0.3,0.31,
,0.52,0.55,0.56,0.57,0.57,0.56,0.56,0.56,,,,,,,,,,,0.3,0.29,0.29,0.3,0.32
,,,,,,,,0.57,0.56,0.53,0.49,,,,,,,,,,,0.3,0.31
,,,,,,,,,,0.52,0.47,0.42,,,,,,,,,0.28,0.29,
,,,,,,,,,,,,0.4,,,,,,,,,0.26,0.28,
,,,,,,,,,,,,0.38,0.35,,,,,,,,0.25,,
,,,,,,,,,,0.44,0.41,0.38,0.35,,,,,,,,0.24,0.25,
,,,,,,,,,0.46,0.44,,0.38,0.34,0.31,,,,,,,,0.22,
,,,,,,,,,0.47,0.44,0.41,0.37,0.34,0.31,,,,,,,,0.2,0.22
,,,,,,,,,,,0.39,0.36,,0.3,,,,,,,,0.18,0.21
,,,,,,,,,,,,,0.31,0.29,,,,,,,,0.17,0.19
,,,,,,,,,,,,0.32,0.29,,,,,,,,,0.16,0.17
,,,,,,,,,,,,0.29,0.27,,,,,,,,0.15,0.15,
,,,,,,,,,,,,,0.24,0.23,,,,0.17,0.16,0.15,0.14,,
,,,,,,,,,,,,,0.22,0.2,,,,,0.15,,,,
,,,,,,,,,,,,,,0.19,,,,,0.14,,,,
,,,,,,,,,,,,,,0.18,,,,,0.14,0.13,,,
,,,,,,,,,,,,,,0.18,,,,,0.15,0.14,,,
,,,,,,,,,,,,,,0.17,0.18,,,,,0.17,,,
,,,,,,,,,,,,,,,0.18,0.19,,,0.19,0.19,,,
,,,,,,,,,,,,,,,,0.19,0.2,0.2,0.21,,,,
,,,,,,,,,,,,,,,,,0.21,0.23,,,,,
