0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
,,0.25,0.29,0.33,0.36,0.37,,,,,,,,,,,,,,,,,
,0.24,0.25,,,0.34,0.36,0.38,,,,,,,,,,,,,,,,
0.25,0.26,,,,,0.35,0.38,,,,,,,,,,,,,,,,
0.28,0.28,,,,,,0.37,0.39,,,,,,,,,,,,,,,
0.3,0.3,,,,,,,0.37,0.38,0.37,,,,,,,,,,,,,
0.3,0.31,,,,,,,,0.35,0.35,0.34,,,,,,,,,,,,
0.29,0.3,,,,,,,,,,0.32,0.31,0.3,0.3,,,,,,,,,
,0.28,,,,,,,,,,,,0.29,0.3,0.31,0.33,,,,,,,
,0.24,,,,,,,,,,,,,0.3,0.32,0.34,0.38,0.41,0.44,0.45,0.45,0.44,
,0.2,0.21,0.22,0.23,0.25,0.27,0.28,0.29,,,,,,,,,,,0.43,0.45,0.45,0.44,0.43
,,,,,,,,0.27,0.28,0.29,0.29,,,,,,,,,,,0.45,0.43
,,,,,,,,,,0.27,0.28,0.3,,,,,,,,,0.45,0.45,
,,,,,,,,,,,,0.29,,,,,,,,,0.46,0.47,
,,,,,,,,,,,,0.28,0.29,,,,,,,,0.47,,
,,,,,,,,,,0.23,0.25,0.27,0.28,,,,,,,,0.48,0.5,
,,,,,,,,,0.18,0.2,,0.24,0.26,0.27,,,,,,,,0.51,
,,,,,,,,,0.17,0.19,0.21,0.22,0.24,0.25,,,,,,,,0.5,0.53
,,,,,,,,,,,0.19,0.2,,0.23,,,,,,,,0.49,0.52
,,,,,,,,,,,,,0.19,0.2,,,,,,,,0.47,0.51
,,,,,,,,,,,,0.16,0.17,,,,,,,,,0.44,0.49
,,,,,,,,,,,,0.14,0.15,,,,,,,,0.37,0.42,
,,,,,,,,,,,,,0.13,0.14,,,,0.23,0.26,0.31,0.35,,
,,,,,,,,,,,,,0.12,0.13,,,,,0.25,,,,
,,,,,,,,,,,,,,0.13,,,,,0.25,,,,
,,,,,,,,,,,,,,0.13,,,,,0.24,0.27,,,
,,,,,,,,,,,,,,0.15,,,,,0.24,0.26,,,
,,,,,,,,,,,,,,0.17,0.17,,,,,0.26,,,
,,,,,,,,,,,,,,,0.21,0.22,,,0.24,0.26,,,
,,,,,,,,,,,,,,,,0.24,0.24,0.24,0.25,,,,
,,,,,,,,,,,,,,,,,0.25,0.24,,,,,
