0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
,,1.8,1.85,1.87,1.86,1.83,,,,,,,,,,,,,,,,,
,1.73,1.79,,,1.83,1.81,1.79,,,,,,,,,,,,,,,,
1.66,1.73,,,,,1.8,1.78,,,,,,,,,,,,,,,,
1.68,1.73,,,,,,1.79,1.78,,,,,,,,,,,,,,,
1.71,1.76,,,,,,,1.78,1.78,1.78,,,,,,,,,,,,,
1.74,1.78,,,,,,,,1.76,1.76,1.78,,,,,,,,,,,,
1.77,1.8,,,,,,,,,,1.78,1.81,1.86,1.91,,,,,,,,,
,1.82,,,,,,,,,,,,1.86,1.9,1.95,2.01,,,,,,,
,1.83,,,,,,,,,,,,,1.9,1.96,2.01,2.06,2.11,2.14,2.15,2.14,2.12,
,1.83,1.84,1.86,1.86,1.86,1.86,1.85,1.83,,,,,,,,,,,2.12,2.14,2.13,2.12,2.1
,,,,,,,,1.86,1.86,1.85,1.84,,,,,,,,,,,2.11,2.09
,,,,,,,,,,1.87,1.85,1.84,,,,,,,,,2.09,2.08,
,,,,,,,,,,,,1.82,,,,,,,,,2.06,2.06,
,,,,,,,,,,,,1.82,1.84,,,,,,,,2.02,,
,,,,,,,,,,1.85,1.84,1.84,1.85,,,,,,,,1.99,1.99,
,,,,,,,,,1.89,1.89,,1.87,1.87,1.87,,,,,,,,1.96,
,,,,,,,,,1.91,1.91,1.9,1.89,1.88,1.88,,,,,,,,1.93,1.93
,,,,,,,,,,,1.91,1.9,,1.88,,,,,,,,1.91,1.92
,,,,,,,,,,,,,1.88,1.88,,,,,,,,1.9,1.91
,,,,,,,,,,,,1.89,1.87,,,,,,,,,1.89,1.91
,,,,,,,,,,,,1.87,1.86,,,,,,,,1.87,1.89,
,,,,,,,,,,,,,1.84,1.83,,,,1.83,1.84,1.86,1.87,,
,,,,,,,,,,,,,1.83,1.81,,,,,1.84,,,,
,,,,,,,,,,,,,,1.8,,,,,1.86,,,,
,,,,,,,,,,,,,,1.79,,,,,1.87,1.89,,,
,,,,,,,,,,,,,,1.79,,,,,1.87,1.89,,,
,,,,,,,,,,,,,,1.8,1.8,,,,,1.9,,,
,,,,,,,,,,,,,,,1.82,1.83,,,1.88,1.91,,,
,,,,,,,,,,,,,,,,1.85,1.86,1.88,1.9,,,,
,,,,,,,,,,,,,,,,,1.91,1.92,,,,,
