region_name,longitude,latitude,ACCESS_CM2,ACCESS_ESM1_5,BCC_CSM2_MR,CanESM5,CESM2_WACCM,CMCC_CM2_SR5,EC_Earth3,EC_Earth3_Veg,GFDL_CM4,IPSL_CM6A_LR,MRI_ESM2_0,NESM3,NorESM2_LM,NorESM2_MM
Caribbean,-68.28,12.15,28.856,28.084,28.655,28.753,28.495,28.726,28.104,28.472,,28.426,28.789,,28.332,28.535
Caribbean,-68.2,12.15,28.895,28.096,28.689,28.79,28.521,28.769,28.113,28.497,,28.455,28.824,,28.359,28.562
Caribbean,-68.19,12.15,28.899,28.098,28.693,28.794,28.524,28.774,28.115,28.5,,28.458,28.828,,28.359,28.565
Caribbean,-68.33,12.16,28.872,28.113,28.67,28.561,28.514,28.74,28.136,28.492,,28.444,28.806,,28.35,28.554
Caribbean,-68.32,12.16,28.863,28.103,28.662,28.759,28.505,28.732,28.125,28.483,,28.436,28.797,,28.342,28.545
Caribbean,-68.3,12.16,28.853,28.088,28.652,28.749,28.494,28.723,28.109,28.471,,28.426,28.786,,28.331,28.534
Caribbean,-68.29,12.16,28.852,28.084,28.651,28.748,28.492,28.723,28.104,28.469,,28.424,28.785,,28.329,28.532
Caribbean,-68.28,12.16,28.853,28.082,28.652,28.749,28.492,28.725,28.102,28.469,,28.425,28.786,,28.33,28.532
Caribbean,-68.2,12.16,28.891,28.092,28.685,28.785,28.518,28.767,28.109,28.493,,28.453,28.82,,28.352,28.558
Caribbean,-68.32,12.17,28.86,28.101,28.659,28.755,28.502,28.731,28.123,28.48,,28.435,28.794,,28.339,28.542
Caribbean,-68.31,12.17,28.854,28.092,28.652,28.749,28.495,28.725,28.113,28.473,,28.428,28.787,,28.332,28.535
Caribbean,-68.3,12.17,28.851,28.086,28.649,28.746,28.491,28.723,28.107,28.469,,28.425,28.783,,28.329,28.531
Caribbean,-68.29,12.17,28.85,28.082,28.648,28.745,28.49,28.723,28.103,28.467,,28.423,28.782,,28.327,28.529
Caribbean,-68.21,12.17,28.882,28.086,28.676,28.775,28.511,28.759,28.103,28.485,,28.446,28.81,,28.345,28.554
Caribbean,-68.2,12.17,28.887,28.088,28.681,28.78,28.515,28.765,28.105,28.489,,28.45,28.815,,28.348,28.558
Caribbean,-68.3,12.18,28.849,28.085,28.648,28.743,28.49,28.724,28.106,28.467,,28.425,28.781,,28.328,28.529
Caribbean,-68.29,12.18,28.849,28.081,28.647,28.742,28.488,28.723,28.101,28.465,,28.423,28.78,,28.326,28.528
Caribbean,-68.21,12.18,28.878,28.081,28.672,28.77,28.508,28.757,28.099,28.481,,28.443,28.806,,28.341,28.549
Caribbean,-68.3,12.19,28.849,28.084,28.647,28.742,28.489,28.725,28.105,28.466,,28.426,28.781,,28.327,28.533
Caribbean,-68.21,12.19,28.875,28.078,28.669,28.765,28.506,28.756,28.096,28.477,,28.442,28.802,,28.338,28.545
Caribbean,-68.2,12.19,28.88,28.08,28.673,28.77,28.511,28.762,28.097,28.48,,28.446,28.807,,28.341,28.549
Caribbean,-68.32,12.2,28.859,28.097,28.657,28.751,28.499,28.736,28.119,28.477,,28.437,28.791,,28.338,28.543
Caribbean,-68.31,12.2,28.853,28.089,28.651,28.744,28.493,28.73,28.111,28.47,,28.431,28.784,,28.331,28.536
Caribbean,-68.3,12.2,28.849,28.083,28.647,28.741,28.488,28.727,28.104,28.466,,28.427,28.78,,28.327,28.532
Caribbean,-68.21,12.2,28.871,28.074,28.665,28.761,28.504,28.754,28.092,28.473,,28.439,28.798,,28.335,28.541
Caribbean,-68.2,12.2,28.877,28.077,28.67,28.766,28.509,28.761,28.094,28.477,,28.444,28.803,,28.338,28.545
Caribbean,-68.34,12.21,28.874,28.114,28.671,28.764,28.514,28.75,28.137,28.492,,28.453,28.805,,28.352,28.558
Caribbean,-68.33,12.21,28.866,28.104,28.664,28.756,28.506,28.744,28.127,28.484,,28.445,28.798,,28.345,28.55
Caribbean,-68.32,12.21,28.859,28.096,28.657,28.749,28.499,28.737,28.118,28.476,,28.438,28.79,,28.338,28.543
Caribbean,-68.31,12.21,28.854,28.088,28.651,28.744,28.493,28.732,28.11,28.47,,28.433,28.784,,28.332,28.536
Caribbean,-68.2,12.21,28.874,28.073,28.667,28.762,28.507,28.759,28.091,28.473,,28.442,28.799,,28.335,28.541
Caribbean,-68.19,12.21,28.879,28.076,28.672,28.767,28.512,28.765,28.093,28.477,,28.446,28.804,,28.339,28.545
Caribbean,-68.41,12.22,28.826,28.163,28.713,28.605,28.365,28.788,28.189,28.538,,28.495,28.851,,28.395,28.604
Caribbean,-68.4,12.22,28.82,28.156,28.707,28.598,28.359,28.783,28.182,28.531,,28.489,28.844,,28.389,28.597
Caribbean,-68.39,12.22,28.814,28.149,28.702,28.591,28.353,28.778,28.174,28.525,,28.484,28.838,,28.383,28.591
Caribbean,-68.38,12.22,28.808,28.142,28.695,28.584,28.347,28.772,28.167,28.518,,28.478,28.831,,28.377,28.585
Caribbean,-68.37,12.22,28.801,28.134,28.689,28.577,28.34,28.767,28.159,28.512,,28.472,28.824,,28.371,28.578
Caribbean,-68.36,12.22,28.795,28.127,28.683,28.57,28.333,28.761,28.151,28.504,,28.465,28.817,,28.364,28.57
Caribbean,-68.35,12.22,28.878,28.119,28.676,28.768,28.519,28.754,28.143,28.497,,28.458,28.81,,28.357,28.563
Caribbean,-68.34,12.22,28.871,28.11,28.669,28.761,28.512,28.748,28.134,28.489,,28.452,28.803,,28.35,28.556
Caribbean,-68.23,12.22,28.858,28.064,28.651,28.746,28.493,28.741,28.083,28.46,,28.429,28.783,,28.324,28.528
Caribbean,-68.22,12.22,28.863,28.066,28.656,28.751,28.498,28.747,28.085,28.464,,28.433,28.788,,28.327,28.532
Caribbean,-68.21,12.22,28.868,28.068,28.661,28.756,28.502,28.752,28.087,28.468,,28.437,28.793,,28.33,28.536
Caribbean,-68.2,12.22,28.873,28.071,28.666,28.761,28.507,28.758,28.089,28.471,,28.442,28.798,,28.334,28.54
Caribbean,-68.19,12.22,28.878,28.074,28.67,28.766,28.512,28.764,28.091,28.475,,28.446,28.802,,28.338,28.543
Caribbean,-68.41,12.23,28.822,28.158,28.709,28.6,28.361,28.784,28.184,28.533,,28.492,28.846,,28.391,28.599
Caribbean,-68.28,12.23,28.849,28.07,28.644,28.738,28.488,28.729,28.091,28.459,,28.425,28.776,,28.323,28.525
Caribbean,-68.27,12.23,28.848,28.066,28.643,28.737,28.486,28.729,28.087,28.456,,28.424,28.775,,28.321,28.523
Caribbean,-68.26,12.23,28.849,28.063,28.644,28.738,28.486,28.73,28.084,28.455,,28.423,28.775,,28.322,28.522
Caribbean,-68.25,12.23,28.851,28.062,28.645,28.739,28.487,28.733,28.082,28.455,,28.424,28.777,,28.321,28.522
Caribbean,-68.24,12.23,28.853,28.061,28.647,28.741,28.489,28.736,28.081,28.456,,28.425,28.779,,28.321,28.524
Caribbean,-68.23,12.23,28.857,28.061,28.65,28.745,28.493,28.74,28.081,28.458,,28.428,28.782,,28.323,28.526
Caribbean,-68.22,12.23,28.862,28.063,28.655,28.75,28.497,28.746,28.083,28.462,,28.432,28.787,,28.325,28.53
Caribbean,-68.21,12.23,28.868,28.066,28.66,28.755,28.503,28.753,28.085,28.466,,28.437,28.792,,28.329,28.534
Caribbean,-68.2,12.23,28.874,28.07,28.666,28.761,28.509,28.759,28.088,28.471,,28.443,28.798,,28.334,28.539
Caribbean,-68.41,12.24,28.819,28.153,28.706,28.595,28.357,28.781,28.18,28.529,,28.489,28.842,,28.387,28.595
Caribbean,-68.29,12.24,28.851,28.073,28.647,28.74,28.491,28.732,28.095,28.462,,28.429,28.779,,28.327,28.528
Caribbean,-68.28,12.24,28.85,28.069,28.645,28.739,28.489,28.731,28.09,28.459,,28.427,28.777,,28.324,28.525
Caribbean,-68.27,12.24,28.85,28.065,28.644,28.738,28.488,28.731,28.086,28.456,,28.425,28.776,,28.323,28.523
Caribbean,-68.26,12.24,28.85,28.062,28.644,28.738,28.488,28.732,28.083,28.455,,28.424,28.776,,28.321,28.522
Caribbean,-68.42,12.25,28.822,28.155,28.709,28.599,28.361,28.785,28.183,28.532,,28.493,28.846,,28.39,28.598
Caribbean,-68.41,12.25,28.816,28.148,28.703,28.591,28.355,28.779,28.176,28.526,,28.487,28.839,,28.385,28.592
Caribbean,-68.31,12.25,28.858,28.083,28.654,28.747,28.499,28.737,28.106,28.47,,28.438,28.786,,28.335,28.536
Caribbean,-68.3,12.25,28.855,28.078,28.651,28.744,28.496,28.735,28.1,28.466,,28.434,28.783,,28.332,28.532
Caribbean,-68.29,12.25,28.853,28.072,28.648,28.742,28.493,28.734,28.095,28.462,,28.431,28.78,,28.329,28.529
Caribbean,-68.28,12.25,28.852,28.068,28.646,28.74,28.491,28.733,28.09,28.459,,28.428,28.778,,28.326,28.526
Caribbean,-68.42,12.26,28.82,28.151,28.707,28.595,28.358,28.783,28.179,28.529,,28.491,28.843,,28.388,28.595
Caribbean,-68.41,12.26,28.814,28.144,28.701,28.588,28.353,28.778,28.172,28.523,,28.486,28.837,,28.383,28.589
Caribbean,-68.33,12.26,28.776,28.094,28.663,28.756,28.509,28.745,28.118,28.481,,28.449,28.795,,28.346,28.547
Caribbean,-68.32,12.26,28.772,28.088,28.659,28.752,28.505,28.742,28.112,28.476,,28.444,28.791,,28.341,28.542
Caribbean,-68.31,12.26,28.861,28.082,28.656,28.749,28.502,28.74,28.106,28.471,,28.44,28.788,,28.337,28.538
Caribbean,-68.42,12.27,28.819,28.147,28.705,28.592,28.356,28.782,28.176,28.527,,28.49,28.842,,28.387,28.593
Caribbean,-68.41,12.27,28.813,28.141,28.7,28.586,28.351,28.777,28.169,28.522,,28.486,28.836,,28.382,28.588
Caribbean,-68.34,12.27,28.782,28.099,28.669,28.762,28.322,28.751,28.124,28.487,,28.455,28.802,,28.352,28.552
Caribbean,-68.33,12.27,28.777,28.093,28.665,28.758,28.318,28.748,28.117,28.481,,28.451,28.797,,28.347,28.548
Caribbean,-68.32,12.27,28.775,28.088,28.662,28.755,28.509,28.746,28.112,28.478,,28.447,28.794,,28.344,28.544
Caribbean,-68.42,12.28,28.819,28.144,28.705,28.59,28.355,28.783,28.173,28.526,,28.49,28.842,,28.386,28.592
Caribbean,-68.41,12.28,28.814,28.138,28.7,28.584,28.35,28.778,28.166,28.521,,28.486,28.836,,28.382,28.587
Caribbean,-68.35,12.28,28.788,28.103,28.675,28.769,28.329,28.758,28.129,28.493,,28.462,28.809,,28.358,28.559
Caribbean,-68.34,12.28,28.785,28.098,28.672,28.765,28.325,28.755,28.124,28.488,,28.458,28.805,,28.354,28.554
Caribbean,-68.42,12.29,28.821,28.142,28.707,28.589,28.356,28.785,28.171,28.527,,28.492,28.844,,28.388,28.593
Caribbean,-68.41,12.29,28.815,28.136,28.701,28.583,28.352,28.78,28.164,28.521,,28.488,28.837,,28.383,28.588
Caribbean,-68.36,12.29,28.796,28.108,28.682,28.776,28.336,28.765,28.135,28.5,,28.469,28.816,,28.365,28.566
Caribbean,-68.35,12.29,28.792,28.103,28.679,28.773,28.333,28.762,28.129,28.496,,28.466,28.812,,28.362,28.562
Caribbean,-68.41,12.3,28.818,28.135,28.704,28.583,28.355,28.784,28.164,28.523,,28.491,28.84,,28.386,28.59
Caribbean,-68.4,12.3,28.813,28.128,28.699,28.577,28.351,28.779,28.157,28.518,,28.486,28.835,,28.382,28.585
Caribbean,-68.37,12.3,28.803,28.113,28.689,28.782,28.343,28.771,28.141,28.506,,28.476,28.823,,28.372,28.573
Caribbean,-68.36,12.3,28.8,28.108,28.686,28.78,28.34,28.769,28.135,28.502,,28.473,28.82,,28.369,28.569
Caribbean,-68.35,12.3,28.798,28.104,28.684,28.778,28.338,28.768,28.131,28.499,,28.471,28.818,,28.366,28.566
Caribbean,-68.4,12.31,28.817,28.129,28.703,28.797,28.356,28.784,28.158,28.521,,28.491,28.839,,28.385,28.588
Caribbean,-68.39,12.31,28.813,28.123,28.699,28.793,28.352,28.781,28.152,28.516,,28.487,28.834,,28.381,28.583
Caribbean,-68.38,12.31,28.81,28.118,28.695,28.789,28.349,28.778,28.147,28.512,,28.483,28.83,,28.378,28.579
Caribbean,-68.37,12.31,28.807,28.113,28.693,28.787,28.347,28.776,28.142,28.509,,28.48,28.827,,28.375,28.576
Caribbean,-68.36,12.31,28.805,28.109,28.691,28.785,28.345,28.775,28.137,28.506,,28.478,28.825,,28.368,28.574
